Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Nov 28, 2002",12:38,,New England Patriots,W 20-12,W -6,@,Detroit Lions,U 46,
Thu,"Nov 28, 2002",4:17,,Washington Redskins,L 20-27,L -1,@,Dallas Cowboys,O 36.5,
Sun,"Dec 1, 2002",12:00,,Atlanta Falcons,W 30-24 (OT),W -3.5,@,Minnesota Vikings,O 47.5,
Sun,"Dec 1, 2002",1:00,@,Kansas City Chiefs,W 49-0,W -9,,Arizona Cardinals,O 47,
Sun,"Dec 1, 2002",1:02,,Miami Dolphins,L 21-38,L -2,@,Buffalo Bills,O 37,
Sun,"Dec 1, 2002",1:02,,Baltimore Ravens,W 27-23,W -2.5,@,Cincinnati Bengals,O 37.5,
Sun,"Dec 1, 2002",1:02,@,Green Bay Packers,W 30-20,W -9.5,,Chicago Bears,O 37.5,
Sun,"Dec 1, 2002",1:03,@,New York Giants,L 29-32 (OT),L -3,,Tennessee Titans,O 34,
Sun,"Dec 1, 2002",1:04,@,Cleveland Browns,L 6-13,L -7.5,,Carolina Panthers,U 34.5,
Sun,"Dec 1, 2002",1:05,,Pittsburgh Steelers,W 25-23,L -3,@,Jacksonville Jaguars,O 44,
Sun,"Dec 1, 2002",4:00,@,Indianapolis Colts,W 19-3,W -11.5,,Houston Texans,U 39.5,
Sun,"Dec 1, 2002",4:05,,Denver Broncos,L 27-30 (OT),L -3,@,San Diego Chargers,O 40,
Sun,"Dec 1, 2002",4:15,,St Louis Rams,L 3-10,L -2,@,Philadelphia Eagles,U 38,
Sun,"Dec 1, 2002",4:15,@,San Francisco 49ers,W 31-24,L -8.5,,Seattle Seahawks,O 43.5,
Sun,"Dec 1, 2002",8:37,,Tampa Bay Buccaneers,L 20-23,L -1.5,@,New Orleans Saints,O 40,
Mon,"Dec 2, 2002",9:08,@,Oakland Raiders,W 26-20,P -6,,New York Jets,U 47.5,
