Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Dec 15, 2002",1:01,@,Pittsburgh Steelers,W 30-14,W -9,,Carolina Panthers,O 39,
Sun,"Dec 15, 2002",1:02,@,Buffalo Bills,W 20-13,W -3,,San Diego Chargers,U 42.5,
Sun,"Dec 15, 2002",1:02,,Jacksonville Jaguars,W 29-15,W -3,@,Cincinnati Bengals,U 45,
Sun,"Dec 15, 2002",1:02,,Indianapolis Colts,W 28-23,W -2,@,Cleveland Browns,O 41.5,
Sun,"Dec 15, 2002",1:02,,Baltimore Ravens,W 23-19,W -3,@,Houston Texans,O 35,
Sun,"Dec 15, 2002",1:02,@,Miami Dolphins,W 23-17,W -1.5,,Oakland Raiders,U 43.5,
Sun,"Dec 15, 2002",1:02,@,Philadelphia Eagles,W 34-21,W -7.5,,Washington Commanders,O 38,
Sun,"Dec 15, 2002",1:03,@,Atlanta Falcons,L 24-30 (OT),L -9.5,,Seattle Seahawks,O 46,
Sun,"Dec 15, 2002",1:04,,Tampa Bay Buccaneers,W 23-20,L -9.5,@,Detroit Lions,O 37,
Sun,"Dec 15, 2002",1:04,@,New Orleans Saints,L 31-32,L -7,,Minnesota Vikings,O 51,
Sun,"Dec 15, 2002",1:05,,New York Jets,L 13-20,L -6.5,@,Chicago Bears,U 38,
Sun,"Dec 15, 2002",4:05,@,Denver Broncos,W 31-24,W -3.5,,Kansas City Chiefs,O 47.5,
Sun,"Dec 15, 2002",4:15,@,San Francisco 49ers,L 14-20,L -3,,Green Bay Packers,U 42.5,
Sun,"Dec 15, 2002",4:16,@,New York Giants,W 37-7,W -5,,Dallas Cowboys,O 35,
Sun,"Dec 15, 2002",8:35,@,St Louis Rams,W 30-28,L -11,,Arizona Cardinals,O 43,
Mon,"Dec 16, 2002",9:08,@,Tennessee Titans,W 24-7,W -2.5,,New England Patriots,U 43.5,
