Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Nov 17, 2002",12:00,,Green Bay Packers,L 21-31,L -6.5,@,Minnesota Vikings,O 50.5,
Sun,"Nov 17, 2002",1:00,@,Indianapolis Colts,W 20-3,W -6.5,,Dallas Cowboys,U 39.5,
Sun,"Nov 17, 2002",1:00,@,Kansas City Chiefs,W 17-16,L -3.5,,Buffalo Bills,U 52.5,
Sun,"Nov 17, 2002",1:02,,Cleveland Browns,W 27-20,W -3,@,Cincinnati Bengals,O 41.5,
Sun,"Nov 17, 2002",1:02,,Jacksonville Jaguars,W 24-21,L -6.5,@,Houston Texans,O 36.5,
Sun,"Nov 17, 2002",1:03,@,Philadelphia Eagles,W 38-14,W -12,,Arizona Cardinals,O 37.5,
Sun,"Nov 17, 2002",1:03,,Pittsburgh Steelers,L 23-31,L -3,@,Tennessee Titans,O 44,
Sun,"Nov 17, 2002",1:04,@,New York Giants,W 19-17,L -3.5,,Washington Redskins,O 34.5,
Sun,"Nov 17, 2002",1:05,@,Atlanta Falcons,W 24-17,W -1.5,,New Orleans Saints,U 51,
Sun,"Nov 17, 2002",4:05,,San Francisco 49ers,L 17-20 (OT),L -2.5,@,San Diego Chargers,U 43,
Sun,"Nov 17, 2002",4:05,@,Tampa Bay Buccaneers,W 23-10,W -8,,Carolina Panthers,U 34.5,
Sun,"Nov 17, 2002",4:16,,New York Jets,W 31-14,W -3,@,Detroit Lions,O 43,
Sun,"Nov 17, 2002",4:16,@,Miami Dolphins,W 26-7,W -5,,Baltimore Ravens,U 34.5,
Sun,"Nov 17, 2002",4:16,,Denver Broncos,W 31-9,W -5.5,@,Seattle Seahawks,U 42.5,
Sun,"Nov 17, 2002",8:36,@,Oakland Raiders,W 27-20,W -4.5,,New England Patriots,U 48,
Mon,"Nov 18, 2002",9:07,@,St Louis Rams,W 21-16,L -10.5,,Chicago Bears,U 43.5,
