Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sat,Dec 28 2002,1:36,@,New York Giants,W 10-7 (OT),W -1,,Philadelphia Eagles,U 37.5,
Sat,Dec 28 2002,5:15,@,Oakland Raiders,W 24-0,W -8.5,,Kansas City Chiefs,U 44.5,
Sun,Dec 29 2002,1:02,@,Buffalo Bills,W 27-9,W -7.5,,Cincinnati Bengals,U 45,
Sun,Dec 29 2002,1:02,,Atlanta Falcons,L 16-24,L -2.5,@,Cleveland Browns,U 41,
Sun,Dec 29 2002,1:02,,Minnesota Vikings,W 38-36,L -3.5,@,Detroit Lions,O 47,
Sun,Dec 29 2002,1:02,,Miami Dolphins,L 24-27 (OT),L -2,@,New England Patriots,O 38,
Sun,Dec 29 2002,1:02,@,New Orleans Saints,L 6-10,L -6,,Carolina Panthers,U 43.5,
Sun,Dec 29 2002,1:02,@,Pittsburgh Steelers,W 34-31,L -8,,Baltimore Ravens,O 39,
Sun,Dec 29 2002,1:02,@,Washington Redskins,W 20-14,L -7.5,,Dallas Cowboys,U 36.5,
Sun,Dec 29 2002,1:03,,Tennessee Titans,W 13-3,W -9.5,@,Houston Texans,U 35.5,
Sun,Dec 29 2002,4:05,@,Indianapolis Colts,W 20-13,L -8.5,,Jacksonville Jaguars,U 40.5,
Sun,Dec 29 2002,4:15,@,San Diego Chargers,L 28-31 (OT),L -3,,Seattle Seahawks,O 42.5,
Sun,Dec 29 2002,4:16,@,Denver Broncos,W 37-7,W -13.5,,Arizona Cardinals,O 42,
Sun,Dec 29 2002,4:16,,Green Bay Packers,L 17-42,L -1.5,@,New York Jets,O 39.5,
Sun,Dec 29 2002,8:36,,Tampa Bay Buccaneers,W 15-0,W -7,@,Chicago Bears,U 32,
Mon,Dec 30 2002,9:07,@,St Louis Rams,W 31-20,W -2,,San Francisco 49ers,O 39.5,
