Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sat,"Oct 5, 1968",,,Kansas City Chiefs,W 18-7,L -17,@,Buffalo Bills,,
Sat,"Oct 5, 1968",,@,New York Jets,W 23-20,L -3.5,,San Diego Chargers,,
Sun,"Oct 6, 1968",,@,Denver Broncos,W 10-7,P -3,,Cincinnati Bengals,,
Sun,"Oct 6, 1968",,@,Houston Oilers,L 7-24,L -15,,Miami Dolphins,,
Sun,"Oct 6, 1968",,@,Oakland Raiders,W 41-10,W -20,,Boston Patriots,,
