Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Nov 28, 1968",,@,Kansas City Chiefs,W 24-10,W -10,,Houston Oilers,,
Thu,"Nov 28, 1968",,@,Oakland Raiders,W 13-10,L -24,,Buffalo Bills,,
Sun,"Dec 1, 1968",,,Cincinnati Bengals,L 14-33,L -1,@,Boston Patriots,,
Sun,"Dec 1, 1968",,,San Diego Chargers,W 47-23,W -11,@,Denver Broncos,,
Sun,"Dec 1, 1968",,@,New York Jets,W 35-17,W -9,,Miami Dolphins,,
