Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sat,"Oct 12, 1968",,@,Miami Dolphins,T 14-14,L -6,,Buffalo Bills,,
Sun,"Oct 13, 1968",,@,Boston Patriots,L 0-16,L -1,,Houston Oilers,,
Sun,"Oct 13, 1968",,@,Kansas City Chiefs,W 13-3,L -21,,Cincinnati Bengals,,
Sun,"Oct 13, 1968",,@,New York Jets,L 13-21,L -19,,Denver Broncos,,
Sun,"Oct 13, 1968",,@,Oakland Raiders,L 14-23,L -9,,San Diego Chargers,,
