Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,"Sep 28, 1980",1:00,@,Buffalo Bills,W 24-7,W -2,,Oakland Raiders,U 42,
Sun,"Sep 28, 1980",1:00,,Houston Oilers,W 13-10,P -3,@,Cincinnati Bengals,U 36,
Sun,"Sep 28, 1980",1:00,@,Detroit Lions,W 27-7,W -6,,Minnesota Vikings,U 43,
Sun,"Sep 28, 1980",1:00,,Dallas Cowboys,W 28-7,W -10,@,Green Bay Packers,U 42,at Milwaukee
Sun,"Sep 28, 1980",1:00,@,Miami Dolphins,W 21-16,L -7,,New Orleans Saints,U 39,
Sun,"Sep 28, 1980",1:00,,Los Angeles Rams,W 28-7,W -5,@,New York Giants,U 42,
Sun,"Sep 28, 1980",1:00,@,Pittsburgh Steelers,W 38-3,W -13,,Chicago Bears,O 39,
Sun,"Sep 28, 1980",1:00,@,Tampa Bay Buccaneers,L 27-34,L -3,,Cleveland Browns,O 35,
Sun,"Sep 28, 1980",2:00,,Philadelphia Eagles,L 14-24,L -6,@,St Louis Cardinals,U 44,
Sun,"Sep 28, 1980",4:00,@,Baltimore Colts,W 35-21,W -4,,New York Jets,O 38,
Sun,"Sep 28, 1980",4:00,,San Diego Chargers,W 24-7,W -6,@,Kansas City Chiefs,U 42,
Sun,"Sep 28, 1980",4:00,@,San Francisco 49ers,L 17-20,L -3,,Atlanta Falcons,U 50,
Sun,"Sep 28, 1980",4:00,@,Washington Redskins,L 0-14,L -4,,Seattle Seahawks,U 42,
Mon,"Sep 29, 1980",9:00,@,New England Patriots,W 23-14,W -4,,Denver Broncos,U 48,
