Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Oct 12, 1980",1:00,@,Buffalo Bills,L 12-17,L -3,,Baltimore Colts,U 40,
Sun,"Oct 12, 1980",1:00,@,New England Patriots,W 34-0,W -7,,Miami Dolphins,U 43,
Sun,"Oct 12, 1980",1:00,,Philadelphia Eagles,W 31-16,W -8,@,New York Giants,O 41,
Sun,"Oct 12, 1980",1:00,@,Pittsburgh Steelers,L 16-17,L -13,,Cincinnati Bengals,U 40,
Sun,"Oct 12, 1980",1:00,@,Tampa Bay Buccaneers,T 14-14 (OT),L -8,,Green Bay Packers,U 36,
Sun,"Oct 12, 1980",2:00,@,Dallas Cowboys,W 59-14,W -9,,San Francisco 49ers,O 48,
Sun,"Oct 12, 1980",2:00,@,Minnesota Vikings,W 13-7,W -3,,Chicago Bears,U 38,
Sun,"Oct 12, 1980",2:00,,Los Angeles Rams,W 21-13,W -3,@,St Louis Cardinals,U 49,
Sun,"Oct 12, 1980",4:00,@,Atlanta Falcons,L 7-14,L -7,,New York Jets,U 46,
Sun,"Oct 12, 1980",4:00,@,Detroit Lions,W 24-13,P -11,,New Orleans Saints,U 45,
Sun,"Oct 12, 1980",4:00,,Houston Oilers,L 20-21,L -4,@,Kansas City Chiefs,O 36,
Sun,"Oct 12, 1980",4:00,,San Diego Chargers,L 24-38,L -6,@,Oakland Raiders,O 45,
Sun,"Oct 12, 1980",4:00,@,Seattle Seahawks,L 3-27,L -4,,Cleveland Browns,U 40,
Mon,"Oct 13, 1980",9:00,@,Denver Broncos,W 20-17,L -6,,Washington Commanders,O 35,
