Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sat,"Dec 13, 1980",12:30,@,Washington Redskins,W 16-13,L -7,,New York Giants,U 39,
Sat,"Dec 13, 1980",4:00,@,San Diego Chargers,W 21-14,L -11,,Seattle Seahawks,U 46,
Sun,"Dec 14, 1980",1:00,@,Atlanta Falcons,W 35-10,W -9,,San Francisco 49ers,P 45,
Sun,"Dec 14, 1980",1:00,,Houston Oilers,W 22-3,W -6,@,Green Bay Packers,U 37,
Sun,"Dec 14, 1980",1:00,,Cleveland Browns,L 23-28,L -3,@,Minnesota Vikings,O 39,
Sun,"Dec 14, 1980",1:00,@,New England Patriots,W 24-2,W -3,,Buffalo Bills,U 42,
Sun,"Dec 14, 1980",1:00,@,New York Jets,L 20-21,L -7,,New Orleans Saints,U 46,
Sun,"Dec 14, 1980",1:00,@,Philadelphia Eagles,W 17-3,W -9,,St Louis Cardinals,U 39,
Sun,"Dec 14, 1980",1:00,@,Pittsburgh Steelers,W 21-16,L -8,,Kansas City Chiefs,U 41,
Sun,"Dec 14, 1980",2:00,@,Chicago Bears,L 14-17 (OT),L -6,,Cincinnati Bengals,U 35,
Sun,"Dec 14, 1980",4:00,@,Baltimore Colts,L 14-24,L -3,,Miami Dolphins,U 40,
Sun,"Dec 14, 1980",4:00,,Oakland Raiders,W 24-21,P -3,@,Denver Broncos,O 38,
Sun,"Dec 14, 1980",4:00,@,Detroit Lions,W 27-14,W -6,,Tampa Bay Buccaneers,O 39,
Mon,"Dec 15, 1980",9:00,,Dallas Cowboys,L 14-38,L -2,@,Los Angeles Rams,O 46,
