Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Nov 20, 1980",8:30,,San Diego Chargers,W 27-24 (OT),L -4,@,Miami Dolphins,O 40,
Sun,"Nov 23, 1980",1:00,@,Atlanta Falcons,W 28-17,W -7,,Chicago Bears,O 38,
Sun,"Nov 23, 1980",1:00,,Pittsburgh Steelers,L 13-28,L -2,@,Buffalo Bills,U 42,
Sun,"Nov 23, 1980",1:00,@,Cleveland Browns,W 31-7,W -7,,Cincinnati Bengals,O 37,
Sun,"Nov 23, 1980",1:00,@,New England Patriots,W 47-21,W -6,,Baltimore Colts,O 45,
Sun,"Nov 23, 1980",1:00,,Houston Oilers,L 28-31 (OT),L -6,@,New York Jets,O 40,
Sun,"Nov 23, 1980",1:00,@,Philadelphia Eagles,W 10-7,L -6,,Oakland Raiders,U 43,
Sun,"Nov 23, 1980",1:00,@,Tampa Bay Buccaneers,L 10-24,L -3,,Detroit Lions,U 39,
Sun,"Nov 23, 1980",2:00,@,Minnesota Vikings,L 13-25,L -7,,Green Bay Packers,P 38,
Sun,"Nov 23, 1980",2:00,@,St Louis Cardinals,L 13-21,L -2,,Kansas City Chiefs,U 42,
Sun,"Nov 23, 1980",4:00,@,Dallas Cowboys,W 14-10,L -12,,Washington Commanders,U 42,
Sun,"Nov 23, 1980",4:00,@,Denver Broncos,W 36-20,W -4,,Seattle Seahawks,O 40,
Sun,"Nov 23, 1980",4:00,@,San Francisco 49ers,W 12-0,W -3,,New York Giants,U 47,
Mon,"Nov 24, 1980",9:00,,Los Angeles Rams,W 27-7,W -10,@,New Orleans Saints,U 47,
