Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Thu,"Nov 27, 1980",12:30,@,Detroit Lions,L 17-23 (OT),L -3,,Chicago Bears,O 36,
Thu,"Nov 27, 1980",4:00,@,Dallas Cowboys,W 51-7,W -10,,Seattle Seahawks,O 48,
Sun,"Nov 30, 1980",1:00,@,Atlanta Falcons,W 10-6,L -10,,Washington Redskins,U 40,
Sun,"Nov 30, 1980",1:00,,St Louis Cardinals,W 23-7,W -2,@,New York Giants,U 43,
Sun,"Nov 30, 1980",1:00,@,Pittsburgh Steelers,W 23-10,W -6,,Miami Dolphins,U 41,
Sun,"Nov 30, 1980",2:00,,Buffalo Bills,L 24-28,L -3,@,Baltimore Colts,O 40,
Sun,"Nov 30, 1980",2:00,@,Green Bay Packers,L 17-20,L -4,,Tampa Bay Buccaneers,U 38,at Milwaukee
Sun,"Nov 30, 1980",2:00,@,Kansas City Chiefs,L 6-20,L -7,,Cincinnati Bengals,U 36,
Sun,"Nov 30, 1980",2:00,,Minnesota Vikings,W 23-20,L -6,@,New Orleans Saints,O 42,
Sun,"Nov 30, 1980",4:00,@,Houston Oilers,L 14-17,L -3,,Cleveland Browns,U 39,
Sun,"Nov 30, 1980",4:00,@,Los Angeles Rams,W 38-13,W -10,,New York Jets,O 45,
Sun,"Nov 30, 1980",4:00,@,San Diego Chargers,W 22-21,L -3,,Philadelphia Eagles,O 42,
Sun,"Nov 30, 1980",4:00,,New England Patriots,L 17-21,L -7,@,San Francisco 49ers,U 48,
Mon,"Dec 1, 1980",9:00,@,Oakland Raiders,W 9-3,W -5,,Denver Broncos,U 42,
