Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Nov 6 1988,1:00,@,Atlanta Falcons,W 20-0,W -3,,Green Bay Packers,U 42,
Sun,Nov 6 1988,1:00,@,Chicago Bears,W 28-10,W -9.5,,Tampa Bay Buccaneers,O 36,
Sun,Nov 6 1988,1:00,@,Cincinnati Bengals,W 42-7,W -8,,Pittsburgh Steelers,O 47,
Sun,Nov 6 1988,1:00,@,Minnesota Vikings,W 44-17,W -11,,Detroit Lions,O 39,
Sun,Nov 6 1988,1:00,@,New England Patriots,W 21-10,W -3.5,,Miami Dolphins,U 41,
Sun,Nov 6 1988,1:00,@,New York Giants,W 29-21,W -6,,Dallas Cowboys,O 37,
Sun,Nov 6 1988,1:00,,Los Angeles Rams,L 24-30,L -1,@,Philadelphia Eagles,O 43,
Sun,Nov 6 1988,4:00,@,Denver Broncos,W 17-11,L -8,,Kansas City Chiefs,U 40,
Sun,Nov 6 1988,4:00,@,Indianapolis Colts,W 38-14,W -4,,New York Jets,O 41,
Sun,Nov 6 1988,4:00,@,Phoenix Cardinals,W 24-23,L -3,,San Francisco 49ers,O 44,
Sun,Nov 6 1988,4:00,@,Seattle Seahawks,L 3-13,L PK,,Buffalo Bills,U 38,
Sun,Nov 6 1988,4:00,@,Washington Redskins,W 27-24,L -3.5,,New Orleans Saints,O 42,
Sun,Nov 6 1988,8:00,,Los Angeles Raiders,W 13-3,W -3,@,San Diego Chargers,U 38,
Mon,Nov 7 1988,9:00,@,Houston Oilers,W 24-17,W PK,,Cleveland Browns,U 43,
