Sun,"Nov 20, 1988",1:00,@,Buffalo Bills,W 9-6 (OT),L -7,,New York Jets,U 37,
Sun,"Nov 20, 1988",1:00,@,Cleveland Browns,W 27-7,W -8.5,,Pittsburgh Steelers,U 39,
Sun,"Nov 20, 1988",1:00,,Cincinnati Bengals,W 38-24,W -4.5,@,Dallas Cowboys,O 47,
Sun,"Nov 20, 1988",1:00,@,Green Bay Packers,L 9-19,L -4,,Detroit Lions,U 36,at Milwaukee
Sun,"Nov 20, 1988",1:00,@,Houston Oilers,W 38-20,W -6,,Phoenix Cardinals,O 44,
Sun,"Nov 20, 1988",1:00,,Seattle Seahawks,L 24-27,L -1.5,@,Kansas City Chiefs,O 38,
Sun,"Nov 20, 1988",1:00,@,Minnesota Vikings,W 12-3,W -4.5,,Indianapolis Colts,U 45,
Sun,"Nov 20, 1988",1:00,,Chicago Bears,W 27-15,W -7,@,Tampa Bay Buccaneers,O 38,
Sun,"Nov 20, 1988",4:00,@,Los Angeles Raiders,L 6-12,L -8,,Atlanta Falcons,U 39,
Sun,"Nov 20, 1988",4:00,@,Los Angeles Rams,L 24-38,L -11,,San Diego Chargers,O 38,
Sun,"Nov 20, 1988",4:00,@,New Orleans Saints,W 42-0,W -5,,Denver Broncos,O 41,
Sun,"Nov 20, 1988",4:00,@,New York Giants,L 17-23 (OT),L -3.5,,Philadelphia Eagles,U 41,
Sun,"Nov 20, 1988",8:00,@,Miami Dolphins,L 3-6,L -3,,New England Patriots,U 41,
Mon,"Nov 21, 1988",9:00,@,San Francisco 49ers,W 37-21,W -3.5,,Washington Redskins,O 43,
