Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Oct 2, 1988",1:00,,Seattle Seahawks,W 31-20,W -4,@,Atlanta Falcons,O 39,
Sun,"Oct 2, 1988",1:00,@,Chicago Bears,W 24-3,W -4,,Buffalo Bills,U 37,
Sun,"Oct 2, 1988",1:00,@,New England Patriots,W 21-17,W -2,,Indianapolis Colts,O 37,
Sun,"Oct 2, 1988",1:00,@,Philadelphia Eagles,W 32-23,W -4,,Houston Oilers,O 44,
Sun,"Oct 2, 1988",1:00,@,Pittsburgh Steelers,L 9-23,L -2.5,,Cleveland Browns,U 40,
Sun,"Oct 2, 1988",1:00,@,Tampa Bay Buccaneers,W 27-24,W -2.5,,Green Bay Packers,O 39,
Sun,"Oct 2, 1988",1:00,@,Washington Redskins,L 23-24,L -3.5,,New York Giants,O 41,
Sun,"Oct 2, 1988",4:00,@,Los Angeles Raiders,L 21-45,L -1.5,,Cincinnati Bengals,O 44,
Sun,"Oct 2, 1988",4:00,@,Los Angeles Rams,L 27-41,L -7.5,,Phoenix Cardinals,O 42,
Sun,"Oct 2, 1988",4:00,,Minnesota Vikings,L 7-24,L -3,@,Miami Dolphins,U 42,
Sun,"Oct 2, 1988",4:00,@,New York Jets,T 17-17 (OT),L -5.5,,Kansas City Chiefs,U 39,
Sun,"Oct 2, 1988",4:00,,Denver Broncos,W 12-0,W -4,@,San Diego Chargers,U 41,
Sun,"Oct 2, 1988",4:00,@,San Francisco 49ers,W 20-13,L -13.5,,Detroit Lions,U 43,
Mon,"Oct 3, 1988",9:00,@,New Orleans Saints,W 20-17,L -6.5,,Dallas Cowboys,U 43,
