Sun,"Dec 4, 1988",1:00,,San Francisco 49ers,W 13-3,W -7,@,Atlanta Falcons,U 41,
Sun,"Dec 4, 1988",1:00,@,Cincinnati Bengals,W 27-10,W -13,,San Diego Chargers,U 44,
Sun,"Dec 4, 1988",1:00,@,Cleveland Browns,W 24-21,L -11,,Dallas Cowboys,O 37,
Sun,"Dec 4, 1988",1:00,@,Detroit Lions,W 30-14,W -3.5,,Green Bay Packers,O 36,
Sun,"Dec 4, 1988",1:00,,Indianapolis Colts,W 31-28,W -1,@,Miami Dolphins,O 42,
Sun,"Dec 4, 1988",1:00,@,New England Patriots,W 13-7,W -3.5,,Seattle Seahawks,U 37,
Sun,"Dec 4, 1988",1:00,@,New York Giants,W 44-7,W -5.5,,Phoenix Cardinals,O 41,
Sun,"Dec 4, 1988",1:00,@,Philadelphia Eagles,L 19-20,L -3.5,,Washington Redskins,U 46,
Sun,"Dec 4, 1988",1:00,,Buffalo Bills,L 5-10,L -7.5,@,Tampa Bay Buccaneers,U 38,
Sun,"Dec 4, 1988",4:00,@,Kansas City Chiefs,W 38-34,W -1,,New York Jets,O 38,
Sun,"Dec 4, 1988",4:00,@,Los Angeles Raiders,W 21-20,L -2.5,,Denver Broncos,O 40,
Sun,"Dec 4, 1988",4:00,@,Minnesota Vikings,W 45-3,W -4,,New Orleans Saints,O 39,
Sun,"Dec 4, 1988",8:00,@,Houston Oilers,L 34-37,L -10,,Pittsburgh Steelers,O 46,
Mon,"Dec 5, 1988",9:00,@,Los Angeles Rams,W 23-3,W -2.5,,Chicago Bears,U 37,
