Sun,"Oct 9, 1988",1:00,,Los Angeles Rams,W 33-0,W -6.5,@,Atlanta Falcons,U 44,
Sun,"Oct 9, 1988",1:00,@,Buffalo Bills,W 34-23,W -4.5,,Indianapolis Colts,O 36,
Sun,"Oct 9, 1988",1:00,@,Cincinnati Bengals,W 36-19,W -6,,New York Jets,O 43,
Sun,"Oct 9, 1988",1:00,@,Cleveland Browns,L 10-16,L -3.5,,Seattle Seahawks,U 38,
Sun,"Oct 9, 1988",1:00,,Washington Redskins,W 35-17,W -1.5,@,Dallas Cowboys,O 42,
Sun,"Oct 9, 1988",1:00,,Chicago Bears,W 24-7,W -7,@,Detroit Lions,U 37,
Sun,"Oct 9, 1988",1:00,,New England Patriots,L 3-45,L -2.5,@,Green Bay Packers,O 38,at Milwaukee
Sun,"Oct 9, 1988",1:00,@,Houston Oilers,W 7-6,L -5,,Kansas City Chiefs,U 42,
Sun,"Oct 9, 1988",1:00,@,Minnesota Vikings,W 14-13,L -13,,Tampa Bay Buccaneers,U 43,
Sun,"Oct 9, 1988",4:00,@,Los Angeles Raiders,L 14-24,L -2.5,,Miami Dolphins,U 45,
Sun,"Oct 9, 1988",4:00,@,Phoenix Cardinals,W 31-14,W -6,,Pittsburgh Steelers,O 44,
Sun,"Oct 9, 1988",4:00,,New Orleans Saints,W 23-17,W -4.5,@,San Diego Chargers,O 39,
Sun,"Oct 9, 1988",4:00,@,San Francisco 49ers,L 13-16 (OT),L -6,,Denver Broncos,U 43,
Mon,"Oct 10, 1988",9:00,@,Philadelphia Eagles,W 24-13,W -2,,New York Giants,U 44,
