Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Nov 24, 1988",12:30,,Minnesota Vikings,W 23-0,W -6.5,@,Detroit Lions,U 38,
Thu,"Nov 24, 1988",4:00,,Houston Oilers,W 25-17,W -5.5,@,Dallas Cowboys,U 47,
Sun,"Nov 27, 1988",1:00,@,Atlanta Falcons,W 17-10,W -4.5,,Tampa Bay Buccaneers,U 40,
Sun,"Nov 27, 1988",1:00,@,Chicago Bears,W 16-0,W -13,,Green Bay Packers,U 34,
Sun,"Nov 27, 1988",1:00,@,Cincinnati Bengals,W 35-21,W -3.5,,Buffalo Bills,O 41,
Sun,"Nov 27, 1988",1:00,@,New York Jets,W 38-34,W -2.5,,Miami Dolphins,O 38,
Sun,"Nov 27, 1988",1:00,@,Philadelphia Eagles,W 31-21,W -5.5,,Phoenix Cardinals,O 45,
Sun,"Nov 27, 1988",1:00,@,Pittsburgh Steelers,W 16-10,W -2,,Kansas City Chiefs,U 40,
Sun,"Nov 27, 1988",1:00,@,Washington Redskins,L 13-17,L -1,,Cleveland Browns,U 41,
Sun,"Nov 27, 1988",4:00,@,Denver Broncos,W 35-24,W PK,,Los Angeles Rams,O 39,
Sun,"Nov 27, 1988",4:00,@,Indianapolis Colts,W 24-21,L -5.5,,New England Patriots,O 37,
Sun,"Nov 27, 1988",4:00,,San Francisco 49ers,W 48-10,W -7,@,San Diego Chargers,O 38,
Sun,"Nov 27, 1988",8:00,@,New Orleans Saints,L 12-13,L -5.5,,New York Giants,U 38,
Mon,"Nov 28, 1988",9:00,@,Seattle Seahawks,W 35-27,W -2.5,,Los Angeles Raiders,O 38,
