Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Oct 25 1970,1:00,@,Atlanta Falcons,W 32-14,W -5,,New Orleans Saints,,
Sun,Oct 25 1970,1:00,@,Miami Dolphins,L 0-28,L -3,,Cleveland Browns,,
Sun,Oct 25 1970,1:00,,St Louis Cardinals,L 17-35,L -4,@,New York Giants,,
Sun,Oct 25 1970,1:00,@,New York Jets,L 6-10,L -6.5,,Buffalo Bills,,
Sun,Oct 25 1970,1:00,@,Washington Redskins,W 20-0,W -7,,Cincinnati Bengals,,
Sun,Oct 25 1970,2:00,@,Baltimore Colts,W 27-3,W -12.5,,Boston Patriots,,
Sun,Oct 25 1970,2:00,,Detroit Lions,W 16-10,L -12,@,Chicago Bears,,
Sun,Oct 25 1970,2:00,@,Green Bay Packers,W 30-17,W -12,,Philadelphia Eagles,,at Milwaukee
Sun,Oct 25 1970,4:00,@,Kansas City Chiefs,L 16-27,L -10,,Dallas Cowboys,,
Sun,Oct 25 1970,4:00,@,Oakland Raiders,W 31-14,W -10,,Pittsburgh Steelers,,
Sun,Oct 25 1970,4:00,@,San Diego Chargers,T 31-31,L -7.5,,Houston Oilers,,
Sun,Oct 25 1970,4:00,@,San Francisco 49ers,W 19-14,L -6.5,,Denver Broncos,,
Mon,Oct 26 1970,9:00,@,Minnesota Vikings,W 13-3,W -3.5,,Los Angeles Rams,,
