Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Thu,"Nov 26, 1970",12:30,@,Detroit Lions,W 28-14,W -3,,Oakland Raiders,,
Thu,"Nov 26, 1970",3:30,@,Dallas Cowboys,W 16-3,W -4,,Green Bay Packers,,
Sun,"Nov 29, 1970",1:00,@,Buffalo Bills,L 10-14,L -6.5,,Boston Patriots,,
Sun,"Nov 29, 1970",1:00,@,Cincinnati Bengals,W 26-6,W -7,,New Orleans Saints,,
Sun,"Nov 29, 1970",1:00,,Minnesota Vikings,L 10-20,L -11,@,New York Jets,,
Sun,"Nov 29, 1970",1:00,,Cleveland Browns,L 9-28,L -7,@,Pittsburgh Steelers,,
Sun,"Nov 29, 1970",1:00,,New York Giants,W 27-24,W -2,@,Washington Redskins,,
Sun,"Nov 29, 1970",2:00,@,Baltimore Colts,W 21-20,L -7.5,,Chicago Bears,,
Sun,"Nov 29, 1970",3:00,,Denver Broncos,L 21-31,L -3.5,@,Houston Oilers,,
Sun,"Nov 29, 1970",3:00,@,St Louis Cardinals,W 23-14,L -10.5,,Philadelphia Eagles,,
Sun,"Nov 29, 1970",4:00,@,Kansas City Chiefs,W 26-14,W -7,,San Diego Chargers,,
Sun,"Nov 29, 1970",4:00,@,San Francisco 49ers,L 13-30,L -1.5,,Los Angeles Rams,,
Mon,"Nov 30, 1970",9:00,@,Atlanta Falcons,L 7-20,L -3,,Miami Dolphins,,
