Day,Date,Time(ET),At,Favorite,Score,Spread,At,Underdog,Over/Under
Sat,"Dec 12, 1970",1:15,,Dallas Cowboys,W 6-2,W -2.5,@,Cleveland Browns,,
Sat,"Dec 12, 1970",4:00,@,Oakland Raiders,W 20-6,W PK,,Kansas City Chiefs,,
Sun,"Dec 13, 1970",12:00,,Minnesota Vikings,W 35-14,W -11,@,Boston Patriots,,
Sun,"Dec 13, 1970",1:00,@,Atlanta Falcons,W 27-16,W -5.5,,Pittsburgh Steelers,,
Sun,"Dec 13, 1970",1:00,,Baltimore Colts,W 20-14,L -9,@,Buffalo Bills,,
Sun,"Dec 13, 1970",1:00,@,Washington Redskins,W 24-6,W PK,,Philadelphia Eagles,,
Sun,"Dec 13, 1970",2:00,@,Chicago Bears,W 35-17,W -1,,Green Bay Packers,,
Sun,"Dec 13, 1970",2:00,,Cincinnati Bengals,W 30-20,W -7,@,Houston Oilers,,
Sun,"Dec 13, 1970",2:00,,San Francisco 49ers,W 38-27,P -11,@,New Orleans Saints,,
Sun,"Dec 13, 1970",2:00,@,St Louis Cardinals,L 17-34,L -6,,New York Giants,,
Sun,"Dec 13, 1970",4:00,@,Denver Broncos,T 17-17,P PK,,San Diego Chargers,,
Sun,"Dec 13, 1970",4:00,@,Miami Dolphins,W 16-10,W -5,,New York Jets,,
Mon,"Dec 14, 1970",9:00,@,Los Angeles Rams,L 23-28,L -2.5,,Detroit Lions,,
