Sat,"Dec 19, 1970",3:00,@,Baltimore Colts,W 35-20,W -3,,New York Jets,,
Sun,"Dec 20, 1970",1:00,,Minnesota Vikings,W 37-7,W -3.5,@,Atlanta Falcons,,
Sun,"Dec 20, 1970",1:00,@,Cincinnati Bengals,W 45-7,W -14,,Boston Patriots,,
Sun,"Dec 20, 1970",1:00,@,Detroit Lions,W 20-0,W -13,,Green Bay Packers,,
Sun,"Dec 20, 1970",1:00,@,Miami Dolphins,W 45-7,W -12,,Buffalo Bills,,
Sun,"Dec 20, 1970",1:00,@,New York Giants,L 3-31,L -1,,Los Angeles Rams,,
Sun,"Dec 20, 1970",1:00,@,Philadelphia Eagles,W 30-20,W -4,,Pittsburgh Steelers,,
Sun,"Dec 20, 1970",1:00,,St Louis Cardinals,L 27-28,L -4,@,Washington Redskins,,
Sun,"Dec 20, 1970",2:00,@,Dallas Cowboys,W 52-10,W -13.5,,Houston Oilers,,
Sun,"Dec 20, 1970",2:00,,Chicago Bears,W 24-3,W -4,@,New Orleans Saints,,
Sun,"Dec 20, 1970",3:00,,Cleveland Browns,W 27-13,W -1,@,Denver Broncos,,
Sun,"Dec 20, 1970",4:00,,San Francisco 49ers,W 38-7,W -2.5,@,Oakland Raiders,,
Sun,"Dec 20, 1970",4:00,,Kansas City Chiefs,L 13-31,L -3,@,San Diego Chargers,,
