Day,Date,Time(ET),At,Favorite,Score,Spread,At,Underdog,Over/Under
Sun,"Nov 22, 1970",1:00,,Los Angeles Rams,W 17-7,W -4.5,@,Atlanta Falcons,,
Sun,"Nov 22, 1970",1:00,@,Cincinnati Bengals,W 34-7,W -4,,Pittsburgh Steelers,,
Sun,"Nov 22, 1970",1:00,@,Cleveland Browns,W 28-14,W -8,,Houston Oilers,,
Sun,"Nov 22, 1970",1:00,@,Detroit Lions,W 28-7,W -1.5,,San Francisco 49ers,,
Sun,"Nov 22, 1970",1:00,,Baltimore Colts,L 17-34,L -4,@,Miami Dolphins,,
Sun,"Nov 22, 1970",1:00,,Denver Broncos,W 31-6,W -2,@,New Orleans Saints,,
Sun,"Nov 22, 1970",1:00,@,New York Jets,W 17-3,W -9,,Boston Patriots,,
Sun,"Nov 22, 1970",1:00,@,Washington Redskins,L 21-45,L -6.5,,Dallas Cowboys,,
Sun,"Nov 22, 1970",2:00,@,Chicago Bears,W 31-13,W -7,,Buffalo Bills,,
Sun,"Nov 22, 1970",2:00,@,Minnesota Vikings,W 10-3,L -10,,Green Bay Packers,,
Sun,"Nov 22, 1970",4:00,@,Kansas City Chiefs,T 6-6,L -6,,St Louis Cardinals,,
Sun,"Nov 22, 1970",4:00,@,Oakland Raiders,W 20-17,L -7,,San Diego Chargers,,
Mon,"Nov 23, 1970",9:00,,New York Giants,L 20-23,L -7,@,Philadelphia Eagles,,
