Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Nov 7, 2013",8:35,,Washington Redskins,L 27-34,L -1,@,Minnesota Vikings,O 48,
Sun,"Nov 10, 2013",1:02,@,Baltimore Ravens,W 20-17 (OT),W -2,,Cincinnati Bengals,U 44,
Sun,"Nov 10, 2013",1:02,,Philadelphia Eagles,W 27-13,W -1,@,Green Bay Packers,U 47,
Sun,"Nov 10, 2013",1:02,@,Pittsburgh Steelers,W 23-10,W -2.5,,Buffalo Bills,U 42.5,
Sun,"Nov 10, 2013",1:02,@,Tennessee Titans,L 27-29,L -11.5,,Jacksonville Jaguars,O 42,
Sun,"Nov 10, 2013",1:03,,Seattle Seahawks,W 33-10,W -3,@,Atlanta Falcons,U 47,
Sun,"Nov 10, 2013",1:03,,Detroit Lions,W 21-19,W -1.5,@,Chicago Bears,U 52,
Sun,"Nov 10, 2013",1:03,@,Indianapolis Colts,L 8-38,L -7,,St Louis Rams,O 43,
Sun,"Nov 10, 2013",1:03,@,New York Giants,W 24-20,L -7,,Oakland Raiders,O 41.5,
Sun,"Nov 10, 2013",4:05,@,San Francisco 49ers,L 9-10,L -5.5,,Carolina Panthers,U 43,
Sun,"Nov 10, 2013",4:25,@,Arizona Cardinals,W 27-24,L -3.5,,Houston Texans,O 41.5,
Sun,"Nov 10, 2013",4:25,,Denver Broncos,W 28-20,W -7,@,San Diego Chargers,U 56,
Sun,"Nov 10, 2013",8:30,@,New Orleans Saints,W 49-17,W -5.5,,Dallas Cowboys,O 54,
Mon,"Nov 11, 2013",8:40,,Miami Dolphins,L 19-22,L -2.5,@,Tampa Bay Buccaneers,O 39.5,
