Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Oct 24, 2013",8:29,,Carolina Panthers,W 31-13,W -6.5,@,Tampa Bay Buccaneers,O 39,
Sun,"Oct 27, 2013",1:02,@,Kansas City Chiefs,W 23-17,L -7,,Cleveland Browns,O 39,
Sun,"Oct 27, 2013",1:02,@,New England Patriots,W 27-17,W -5.5,,Miami Dolphins,U 46.5,
Sun,"Oct 27, 2013",1:02,@,New Orleans Saints,W 35-17,W -10.5,,Buffalo Bills,O 48.5,
Sun,"Oct 27, 2013",1:02,@,Philadelphia Eagles,L 7-15,L -5.5,,New York Giants,U 49,
Sun,"Oct 27, 2013",1:03,@,Detroit Lions,W 31-30,L -3,,Dallas Cowboys,O 51,
Sun,"Oct 27, 2013",1:07,N,San Francisco 49ers,W 42-10,W -14.5,,Jacksonville Jaguars,O 40,at London
Sun,"Oct 27, 2013",4:05,,Pittsburgh Steelers,L 18-21,L -2.5,@,Oakland Raiders,U 40,
Sun,"Oct 27, 2013",4:06,@,Cincinnati Bengals,W 49-9,W -4.5,,New York Jets,O 40.5,
Sun,"Oct 27, 2013",4:25,@,Arizona Cardinals,W 27-13,W -3,,Atlanta Falcons,U 44.5,
Sun,"Oct 27, 2013",4:25,@,Denver Broncos,W 45-21,W -11,,Washington Commanders,O 58.5,
Sun,"Oct 27, 2013",8:30,,Green Bay Packers,W 44-31,W -7.5,@,Minnesota Vikings,O 47.5,
Mon,"Oct 28, 2013",8:30,,Seattle Seahawks,W 14-9,L -13,@,St Louis Rams,U 43.5,
