Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Oct 31, 2013",8:29,,Cincinnati Bengals,L 20-22 (OT),L -3,@,Miami Dolphins,P 42,
Sun,"Nov 3, 2013",1:00,,Tennessee Titans,W 28-21,W -3,@,St Louis Rams,O 41,
Sun,"Nov 3, 2013",1:02,,Kansas City Chiefs,W 23-13,W -4.5,@,Buffalo Bills,U 40.5,
Sun,"Nov 3, 2013",1:03,@,Carolina Panthers,W 34-10,W -8,,Atlanta Falcons,U 46.5,
Sun,"Nov 3, 2013",1:03,@,Dallas Cowboys,W 27-23,L -8.5,,Minnesota Vikings,U 51,
Sun,"Nov 3, 2013",1:03,@,Washington Commanders,W 30-24 (OT),W PK,,San Diego Chargers,O 49.5,
Sun,"Nov 3, 2013",1:04,,New Orleans Saints,L 20-26,L -5.5,@,New York Jets,O 45.5,
Sun,"Nov 3, 2013",4:05,@,Oakland Raiders,L 20-49,L -1,,Philadelphia Eagles,O 45.5,
Sun,"Nov 3, 2013",4:05,@,Seattle Seahawks,W 27-24 (OT),L -14.5,,Tampa Bay Buccaneers,O 40,
Sun,"Nov 3, 2013",4:25,,Baltimore Ravens,L 18-24,L -1,@,Cleveland Browns,O 41.5,
Sun,"Nov 3, 2013",4:25,@,New England Patriots,W 55-31,W -5.5,,Pittsburgh Steelers,O 42.5,
Sun,"Nov 3, 2013",8:30,,Indianapolis Colts,W 27-24,W -1,@,Houston Texans,O 42.5,
Mon,"Nov 4, 2013",8:40,@,Green Bay Packers,L 20-27,L -9.5,,Chicago Bears,U 50.5,
