Day,Date,Time(ET),At,Favorite,Score,Spread,At,Underdog,Over/Under
Thu,"Nov 28, 2013",12:36,@,Detroit Lions,W 40-10,W -6,,Green Bay Packers,O 48.5,
Thu,"Nov 28, 2013",4:31,@,Dallas Cowboys,W 31-24,L -8,,Oakland Raiders,O 49.5,
Thu,"Nov 28, 2013",8:31,@,Baltimore Ravens,W 22-20,L -3,,Pittsburgh Steelers,O 39.5,
Sun,"Dec 1, 2013",1:02,@,Cleveland Browns,L 28-32,L -7.5,,Jacksonville Jaguars,O 39.5,
Sun,"Dec 1, 2013",1:02,,New England Patriots,W 34-31,L -6.5,@,Houston Texans,O 49,
Sun,"Dec 1, 2013",1:02,@,Indianapolis Colts,W 22-14,W -3.5,,Tennessee Titans,U 46,
Sun,"Dec 1, 2013",1:02,@,New York Jets,L 3-23,L -2,,Miami Dolphins,U 39.5,
Sun,"Dec 1, 2013",1:02,@,Philadelphia Eagles,W 24-21,L -3.5,,Arizona Cardinals,U 48,
Sun,"Dec 1, 2013",1:04,@,Carolina Panthers,W 27-6,W -6.5,,Tampa Bay Buccaneers,U 41,
Sun,"Dec 1, 2013",1:05,@,Minnesota Vikings,W 23-20 (OT),W -1,,Chicago Bears,U 48.5,
Sun,"Dec 1, 2013",4:05,@,Buffalo Bills,L 31-34 (OT),L -4.5,,Atlanta Falcons,O 48,at Toronto
Sun,"Dec 1, 2013",4:05,@,San Francisco 49ers,W 23-13,W -7.5,,St Louis Rams,U 40.5,
Sun,"Dec 1, 2013",4:25,,Cincinnati Bengals,W 17-10,W -1.5,@,San Diego Chargers,U 48.5,
Sun,"Dec 1, 2013",4:26,,Denver Broncos,W 35-28,W -6,@,Kansas City Chiefs,O 49.5,
Sun,"Dec 1, 2013",8:31,@,Washington Redskins,L 17-24,L -1,,New York Giants,U 45.5,
Mon,"Dec 2, 2013",8:41,@,Seattle Seahawks,W 34-7,W -5,,New Orleans Saints,U 48.5,
