Thu,"Sep 26, 2013",8:25,,San Francisco 49ers,W 35-11,W -4,@,St Louis Rams,O 42.5,
Sun,"Sep 29, 2013",1:02,,Baltimore Ravens,L 20-23,L -4,@,Buffalo Bills,U 45,
Sun,"Sep 29, 2013",1:02,@,Kansas City Chiefs,W 31-7,W -4.5,,New York Giants,U 43.5,
Sun,"Sep 29, 2013",1:03,@,Detroit Lions,W 40-32,W -2.5,,Chicago Bears,O 48,
Sun,"Sep 29, 2013",1:03,,Seattle Seahawks,W 23-20 (OT),W -2,@,Houston Texans,O 41,
Sun,"Sep 29, 2013",1:03,@,Tampa Bay Buccaneers,L 10-13,L -2.5,,Arizona Cardinals,U 40,
Sun,"Sep 29, 2013",1:06,,Cincinnati Bengals,L 6-17,L -4.5,@,Cleveland Browns,U 42.5,
Sun,"Sep 29, 2013",1:06,,Indianapolis Colts,W 37-3,W -9.5,@,Jacksonville Jaguars,U 42.5,
Sun,"Sep 29, 2013",1:07,N,Pittsburgh Steelers,L 27-34,L -3,,Minnesota Vikings,O 41.5,at London
Sun,"Sep 29, 2013",4:05,@,Tennessee Titans,W 38-13,W -3.5,,New York Jets,O 40.5,
Sun,"Sep 29, 2013",4:25,@,Denver Broncos,W 52-20,W -11.5,,Philadelphia Eagles,O 57.5,
Sun,"Sep 29, 2013",4:25,,Washington Redskins,W 24-14,W -4,@,Oakland Raiders,U 45.5,
Sun,"Sep 29, 2013",4:25,,Dallas Cowboys,L 21-30,L -1.5,@,San Diego Chargers,O 47,
Sun,"Sep 29, 2013",8:30,@,Atlanta Falcons,L 23-30,L -3,,New England Patriots,O 49,
Mon,"Sep 30, 2013",8:40,@,New Orleans Saints,W 38-17,W -7.5,,Miami Dolphins,O 48.5,
