Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Oct 10, 2013",8:29,@,Chicago Bears,W 27-21,L -8.5,,New York Giants,O 46.5,
Sun,"Oct 13, 2013",1:02,,Green Bay Packers,W 19-17,P -2,@,Baltimore Ravens,U 48.5,
Sun,"Oct 13, 2013",1:02,,Cincinnati Bengals,W 27-24 (OT),L -6,@,Buffalo Bills,O 41,
Sun,"Oct 13, 2013",1:02,,Detroit Lions,W 31-17,W -2.5,@,Cleveland Browns,O 44,
Sun,"Oct 13, 2013",1:02,@,Kansas City Chiefs,W 24-7,W -7.5,,Oakland Raiders,U 41,
Sun,"Oct 13, 2013",1:03,@,Houston Texans,L 13-38,L -9,,St Louis Rams,O 43,
Sun,"Oct 13, 2013",1:03,,Pittsburgh Steelers,W 19-6,W -1.5,@,New York Jets,U 40.5,
Sun,"Oct 13, 2013",1:03,,Philadelphia Eagles,W 31-20,W -3,@,Tampa Bay Buccaneers,O 44.5,
Sun,"Oct 13, 2013",1:05,@,Minnesota Vikings,L 10-35,L -2.5,,Carolina Panthers,O 44.5,
Sun,"Oct 13, 2013",4:05,@,Denver Broncos,W 35-19,L -26.5,,Jacksonville Jaguars,O 53,
Sun,"Oct 13, 2013",4:06,@,Seattle Seahawks,W 20-13,L -11.5,,Tennessee Titans,U 42,
Sun,"Oct 13, 2013",4:25,@,New England Patriots,W 30-27,W -2.5,,New Orleans Saints,O 51,
Sun,"Oct 13, 2013",4:25,@,San Francisco 49ers,W 32-20,W -10.5,,Arizona Cardinals,O 40.5,
Sun,"Oct 13, 2013",8:31,@,Dallas Cowboys,W 31-16,W -5.5,,Washington Commanders,U 52,
Mon,"Oct 14, 2013",8:40,@,San Diego Chargers,W 19-9,W PK,,Indianapolis Colts,U 50.5,
