Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Dec 5, 1993",1:00,@,Buffalo Bills,L 24-25,L -7,,Los Angeles Raiders,O 34,
Sun,"Dec 5, 1993",1:00,@,Chicago Bears,W 30-17,W -1.5,,Green Bay Packers,O 32,
Sun,"Dec 5, 1993",1:00,,New Orleans Saints,L 13-17,L -4,@,Cleveland Browns,U 33,
Sun,"Dec 5, 1993",1:00,@,Detroit Lions,L 0-13,L -3,,Minnesota Vikings,U 35.5,
Sun,"Dec 5, 1993",1:00,@,Houston Oilers,W 33-17,W -7.5,,Atlanta Falcons,O 42,
Sun,"Dec 5, 1993",1:00,@,New York Jets,L 6-9,L -10.5,,Indianapolis Colts,U 35,
Sun,"Dec 5, 1993",1:00,@,Pittsburgh Steelers,W 17-14,L -11,,New England Patriots,U 34,
Sun,"Dec 5, 1993",1:00,@,Tampa Bay Buccaneers,L 17-23,L -2.5,,Washington Redskins,O 36.6,
Sun,"Dec 5, 1993",4:00,@,Miami Dolphins,L 14-19,L -3.5,,New York Giants,U 36,
Sun,"Dec 5, 1993",4:00,@,Phoenix Cardinals,W 38-10,W -7,,Los Angeles Rams,O 37,
Sun,"Dec 5, 1993",4:00,@,San Diego Chargers,W 13-10,P -3,,Denver Broncos,U 37.5,
Sun,"Dec 5, 1993",4:00,,Kansas City Chiefs,W 31-16,W -7,@,Seattle Seahawks,O 35.5,
Sun,"Dec 5, 1993",8:00,@,San Francisco 49ers,W 21-8,L -24,,Cincinnati Bengals,U 44,
Mon,"Dec 6, 1993",9:00,@,Dallas Cowboys,W 23-17,L -16,,Philadelphia Eagles,O 37,
