Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Nov 21, 1993",1:00,,Dallas Cowboys,L 14-27,L -10,@,Atlanta Falcons,U 41.5,
Sun,"Nov 21, 1993",1:00,@,Buffalo Bills,W 23-9,W -13,,Indianapolis Colts,U 37,
Sun,"Nov 21, 1993",1:00,,Houston Oilers,W 27-20,W -4.5,@,Cleveland Browns,O 36,
Sun,"Nov 21, 1993",1:00,@,Green Bay Packers,W 26-17,W -3.5,,Detroit Lions,O 36.5,at Milwaukee
Sun,"Nov 21, 1993",1:00,@,Kansas City Chiefs,L 17-19,L -10,,Chicago Bears,O 35,
Sun,"Nov 21, 1993",1:00,@,Miami Dolphins,W 17-13,L -8,,New England Patriots,U 34.5,
Sun,"Nov 21, 1993",1:00,@,New York Jets,W 17-12,L -15.5,,Cincinnati Bengals,U 37.5,
Sun,"Nov 21, 1993",4:00,@,Denver Broncos,W 37-13,W -3,,Pittsburgh Steelers,O 37.5,
Sun,"Nov 21, 1993",4:00,@,Los Angeles Rams,W 10-6,W -2,,Washington Redskins,U 37.5,
Sun,"Nov 21, 1993",4:00,,New York Giants,W 7-3,L -5,@,Philadelphia Eagles,U 34.5,
Sun,"Nov 21, 1993",4:00,@,San Diego Chargers,L 7-12,L -3.5,,Los Angeles Raiders,U 36.5,
Sun,"Nov 21, 1993",8:00,,Minnesota Vikings,L 10-23,L -8,@,Tampa Bay Buccaneers,U 38,
Mon,"Nov 22, 1993",9:00,@,San Francisco 49ers,W 42-7,W -8,,New Orleans Saints,O 41.5,
