Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Oct 14, 1962",,@,Chicago Bears,L 27-34,L -3.5,,San Francisco 49ers,,
Sun,"Oct 14, 1962",,@,Cleveland Browns,L 14-36,L -7.5,,Baltimore Colts,,
Sun,"Oct 14, 1962",,,Philadelphia Eagles,L 19-41,L -3,@,Dallas Cowboys,,
Sun,"Oct 14, 1962",,@,Detroit Lions,W 13-10,L -15,,Los Angeles Rams,,
Sun,"Oct 14, 1962",,,Green Bay Packers,W 48-21,W -21,@,Minnesota Vikings,,
Sun,"Oct 14, 1962",,@,New York Giants,L 17-20,L -10,,Pittsburgh Steelers,,
Sun,"Oct 14, 1962",,@,St Louis Cardinals,T 17-17,L -3,,Washington Commanders,,
