Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Sep 16, 1962",,@,Baltimore Colts,W 30-27,L -7,,Los Angeles Rams,,
Sun,"Sep 16, 1962",,@,Cleveland Browns,W 17-7,W -4,,New York Giants,,
Sun,"Sep 16, 1962",,,Washington Redskins,T 35-35,L -2.5,@,Dallas Cowboys,,
Sun,"Sep 16, 1962",,@,Detroit Lions,W 45-7,W -6.5,,Pittsburgh Steelers,,
Sun,"Sep 16, 1962",,@,Green Bay Packers,W 34-7,W -16,,Minnesota Vikings,,
Sun,"Sep 16, 1962",,@,Philadelphia Eagles,L 21-27,L -7.5,,St Louis Cardinals,,
Sun,"Sep 16, 1962",,@,San Francisco 49ers,L 14-30,L -6,,Chicago Bears,,
