Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sat,"Dec 8, 1962",,,Buffalo Bills,W 20-3,W -15,@,New York Titans,,
Sun,"Dec 9, 1962",,@,Dallas Texans,W 17-10,L -8,,Denver Broncos,,
Sun,"Dec 9, 1962",,@,Houston Oilers,W 32-17,L -19,,Oakland Raiders,,
Sun,"Dec 9, 1962",,@,San Diego Chargers,L 14-20,L PK,,Boston Patriots,,
