Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Fri,"Oct 12, 1962",,@,Boston Patriots,L 7-27,L -1,,Dallas Texans,,
Sat,"Oct 13, 1962",,,San Diego Chargers,L 10-35,L -7,@,Buffalo Bills,,
Sun,"Oct 14, 1962",,@,Houston Oilers,W 56-17,W -13,,New York Titans,,
Sun,"Oct 14, 1962",,,Denver Broncos,W 23-6,W -15,@,Oakland Raiders,,
