Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,"Dec 22, 1957",,@,Chicago Cardinals,L 2-27,L -3,,Pittsburgh Steelers,,
Sun,"Dec 22, 1957",,@,San Francisco 49ers,L 27-31,L -3,,Detroit Lions,,
