Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Thu,Sep 28 2017,8:25,@,Green Bay Packers,W 35-14,W -7.5,,Chicago Bears,O 44,
Sun,Oct 1 2017,9:30,N,New Orleans Saints,W 20-0,W -4,,Miami Dolphins,U 51.5,at London
Sun,Oct 1 2017,1:00,@,Atlanta Falcons,L 17-23,L -8,,Buffalo Bills,U 48,
Sun,Oct 1 2017,1:00,,Pittsburgh Steelers,W 26-9,W -3.5,@,Baltimore Ravens,U 42,
Sun,Oct 1 2017,1:00,,Cincinnati Bengals,W 31-7,W -3,@,Cleveland Browns,U 41.5,
Sun,Oct 1 2017,1:00,@,Dallas Cowboys,L 30-35,L -5,,Los Angeles Rams,O 51,
Sun,Oct 1 2017,1:00,,Tennessee Titans,L 14-57,L -2.5,@,Houston Texans,O 43,
Sun,Oct 1 2017,1:00,@,Minnesota Vikings,L 7-14,L -2.5,,Detroit Lions,U 43,
Sun,Oct 1 2017,1:00,@,New England Patriots,L 30-33,L -9,,Carolina Panthers,O 48,
Sun,Oct 1 2017,1:00,,Jacksonville Jaguars,L 20-23 (OT),L -4,@,New York Jets,O 38.5,
Sun,Oct 1 2017,4:05,@,Arizona Cardinals,W 18-15 (OT),L -6,,San Francisco 49ers,U 43,
Sun,Oct 1 2017,4:05,@,Los Angeles Chargers,L 24-26,L -2,,Philadelphia Eagles,O 48,
Sun,Oct 1 2017,4:05,@,Tampa Bay Buccaneers,W 25-23,L -2.5,,New York Giants,O 45.5,
Sun,Oct 1 2017,4:25,@,Denver Broncos,W 16-10,W -3.5,,Oakland Raiders,U 44,
Sun,Oct 1 2017,8:30,@,Seattle Seahawks,W 46-18,W -12.5,,Indianapolis Colts,O 41.5,
Mon,Oct 2 2017,8:30,@,Kansas City Chiefs,W 29-20,W -6.5,,Washington Redskins,O 48,
