Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Sep 7, 2017",8:30,@,New England Patriots,L 27-42,L -8,,Kansas City Chiefs,O 47.5,
Sun,"Sep 10, 2017",1:00,@,Buffalo Bills,W 21-12,W -7,,New York Jets,U 42,
Sun,"Sep 10, 2017",1:00,,Atlanta Falcons,W 23-17,L -6.5,@,Chicago Bears,U 48,
Sun,"Sep 10, 2017",1:00,@,Cincinnati Bengals,L 0-20,L -2.5,,Baltimore Ravens,U 41.5,
Sun,"Sep 10, 2017",1:00,,Pittsburgh Steelers,W 21-18,L -10,@,Cleveland Browns,U 47,
Sun,"Sep 10, 2017",1:00,,Arizona Cardinals,L 23-35,L -2.5,@,Detroit Lions,O 48.5,
Sun,"Sep 10, 2017",1:00,@,Houston Texans,L 7-29,L -5.5,,Jacksonville Jaguars,U 38,
Sun,"Sep 10, 2017",1:00,@,Tennessee Titans,L 16-26,L -2.5,,Oakland Raiders,U 49.5,
Sun,"Sep 10, 2017",1:00,,Philadelphia Eagles,W 30-17,W -2,@,Washington Commanders,U 49.5,
Sun,"Sep 10, 2017",4:05,@,Los Angeles Rams,W 46-9,W -3.5,,Indianapolis Colts,O 41.5,
Sun,"Sep 10, 2017",4:25,@,Green Bay Packers,W 17-9,W -2.5,,Seattle Seahawks,U 49.5,
Sun,"Sep 10, 2017",4:25,,Carolina Panthers,W 23-3,W -4.5,@,San Francisco 49ers,U 45.5,
Sun,"Sep 10, 2017",8:30,@,Dallas Cowboys,W 19-3,W -6,,New York Giants,U 46.5,
Mon,"Sep 11, 2017",7:10,@,Minnesota Vikings,W 29-19,W -3,,New Orleans Saints,O 47.5,
Mon,"Sep 11, 2017",10:20,@,Denver Broncos,W 24-21,P -3,,Los Angeles Chargers,O 41.5,
