Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Oct 19, 2017",8:25,,Kansas City Chiefs,L 30-31,L -3,@,Oakland Raiders,O 46.5,
Sun,"Oct 22, 2017",1:00,@,Buffalo Bills,W 30-27,P -3,,Tampa Bay Buccaneers,O 46.5,
Sun,"Oct 22, 2017",1:00,,Carolina Panthers,L 3-17,L -2.5,@,Chicago Bears,U 39.5,
Sun,"Oct 22, 2017",1:00,,Tennessee Titans,W 12-9 (OT),L -5.5,@,Cleveland Browns,U 42.5,
Sun,"Oct 22, 2017",1:00,,New Orleans Saints,W 26-17,W -3.5,@,Green Bay Packers,U 45.5,
Sun,"Oct 22, 2017",1:00,,Jacksonville Jaguars,W 27-0,W -3,@,Indianapolis Colts,U 41,
Sun,"Oct 22, 2017",1:00,N,Los Angeles Rams,W 33-0,W -3,,Arizona Cardinals,U 45.5,at London
Sun,"Oct 22, 2017",1:00,@,Miami Dolphins,W 31-28,P -3,,New York Jets,O 40,
Sun,"Oct 22, 2017",1:00,@,Minnesota Vikings,W 24-16,W -5,,Baltimore Ravens,O 37.5,
Sun,"Oct 22, 2017",4:05,,Dallas Cowboys,W 40-10,W -6.5,@,San Francisco 49ers,O 48,
Sun,"Oct 22, 2017",4:25,,Denver Broncos,L 0-21,L -1,@,Los Angeles Chargers,U 41,
Sun,"Oct 22, 2017",4:25,,Seattle Seahawks,W 24-7,W -4,@,New York Giants,U 39,
Sun,"Oct 22, 2017",4:25,@,Pittsburgh Steelers,W 29-14,W -4,,Cincinnati Bengals,O 40,
Sun,"Oct 22, 2017",8:30,@,New England Patriots,W 23-7,W -3,,Atlanta Falcons,U 56.5,
Mon,"Oct 23, 2017",8:30,@,Philadelphia Eagles,W 34-24,W -5,,Washington Redskins,O 48.5,
