Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Nov 30, 2017",8:25,,Washington Redskins,L 14-38,L -1.5,@,Dallas Cowboys,O 47,
Sun,"Dec 3, 2017",1:00,@,Atlanta Falcons,L 9-14,L -2,,Minnesota Vikings,U 48.5,
Sun,"Dec 3, 2017",1:00,@,Baltimore Ravens,W 44-20,W -2.5,,Detroit Lions,O 43,
Sun,"Dec 3, 2017",1:00,,New England Patriots,W 23-3,W -7.5,@,Buffalo Bills,U 48.5,
Sun,"Dec 3, 2017",1:00,@,Chicago Bears,L 14-15,L -2.5,,San Francisco 49ers,U 42,
Sun,"Dec 3, 2017",1:00,@,Green Bay Packers,W 26-20 (OT),W -3,,Tampa Bay Buccaneers,O 45,
Sun,"Dec 3, 2017",1:00,@,Jacksonville Jaguars,W 30-10,W -10,,Indianapolis Colts,U 41,
Sun,"Dec 3, 2017",1:00,,Denver Broncos,L 9-35,L -1,@,Miami Dolphins,O 41,
Sun,"Dec 3, 2017",1:00,,Kansas City Chiefs,L 31-38,L -4,@,New York Jets,O 44,
Sun,"Dec 3, 2017",1:00,@,Tennessee Titans,W 24-13,W -7,,Houston Texans,U 42.5,
Sun,"Dec 3, 2017",4:05,@,Los Angeles Chargers,W 19-10,L -13.5,,Cleveland Browns,U 45,
Sun,"Dec 3, 2017",4:25,,Los Angeles Rams,W 32-16,W -7.5,@,Arizona Cardinals,O 43,
Sun,"Dec 3, 2017",4:25,@,New Orleans Saints,W 31-21,W -5.5,,Carolina Panthers,O 48,
Sun,"Dec 3, 2017",4:25,@,Oakland Raiders,W 24-17,L -10,,New York Giants,U 43,
Sun,"Dec 3, 2017",8:30,,Philadelphia Eagles,L 10-24,L -3.5,@,Seattle Seahawks,U 46.5,
Mon,"Dec 4, 2017",8:30,,Pittsburgh Steelers,W 23-20,L -4.5,@,Cincinnati Bengals,O 42.5,
