Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sat,"Oct 17, 1953",,@,Philadelphia Eagles,W 23-7,W -1.5,,Pittsburgh Steelers,,
Sun,"Oct 18, 1953",,,San Francisco 49ers,W 35-28,W -5,@,Chicago Bears,,
Sun,"Oct 18, 1953",,@,Detroit Lions,L 19-31,L -4,,Los Angeles Rams,,
Sun,"Oct 18, 1953",,,Baltimore Colts,L 14-37,L -1,@,Green Bay Packers,,
Sun,"Oct 18, 1953",,@,New York Giants,W 21-7,W -6.5,,Chicago Cardinals,,
Sun,"Oct 18, 1953",,,Cleveland Browns,W 30-14,W -11,@,Washington Commanders,,
