Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sat,"Dec 5, 1953",,@,Los Angeles Rams,W 45-2,W -21,,Baltimore Colts,,
Sun,"Dec 6, 1953",,,Pittsburgh Steelers,W 21-17,W -3,@,Chicago Cardinals,,
Sun,"Dec 6, 1953",,@,Cleveland Browns,W 62-14,W -9,,New York Giants,,
Sun,"Dec 6, 1953",,@,Detroit Lions,W 13-7,L -7.5,,Chicago Bears,,
Sun,"Dec 6, 1953",,@,San Francisco 49ers,W 48-14,W -17,,Green Bay Packers,,
Sun,"Dec 6, 1953",,,Philadelphia Eagles,L 0-10,L -10,@,Washington Commanders,,
