Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Nov 26, 1953",,@,Detroit Lions,W 34-15,W -13,,Green Bay Packers,,
Sun,"Nov 29, 1953",,,San Francisco 49ers,W 38-21,W -14,@,Baltimore Colts,,
Sun,"Nov 29, 1953",,,Los Angeles Rams,L 21-24,L -7,@,Chicago Bears,,
Sun,"Nov 29, 1953",,@,Cleveland Browns,W 27-16,L -19,,Chicago Cardinals,,
Sun,"Nov 29, 1953",,,Philadelphia Eagles,L 28-37,L -13,@,New York Giants,,
Sun,"Nov 29, 1953",,@,Pittsburgh Steelers,L 9-17,L -6,,Washington Commanders,,
