Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Nov 24, 1955",,@,Detroit Lions,W 24-10,W -3,,Green Bay Packers,,
Sun,"Nov 27, 1955",,@,Baltimore Colts,W 26-14,W -3.5,,San Francisco 49ers,,
Sun,"Nov 27, 1955",,,Chicago Bears,L 14-53,L -15,@,Chicago Cardinals,,
Sun,"Nov 27, 1955",,,Cleveland Browns,T 35-35,L -4.5,@,New York Giants,,
Sun,"Nov 27, 1955",,@,Philadelphia Eagles,L 21-23,L -1,,Los Angeles Rams,,
Sun,"Nov 27, 1955",,,Washington Commanders,W 23-14,W -3,@,Pittsburgh Steelers,,
