Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Nov 20, 1955",,,Los Angeles Rams,T 17-17,L -6,@,Baltimore Colts,,
Sun,"Nov 20, 1955",,@,Chicago Cardinals,L 0-31,L PK,,Washington Commanders,,
Sun,"Nov 20, 1955",,@,Cleveland Browns,W 41-14,W -12,,Pittsburgh Steelers,,
Sun,"Nov 20, 1955",,,Chicago Bears,W 24-14,L -12.5,@,Detroit Lions,,
Sun,"Nov 20, 1955",,@,Green Bay Packers,W 27-21,W -1.5,,San Francisco 49ers,,at Milwaukee
Sun,"Nov 20, 1955",,,Philadelphia Eagles,L 7-31,L -1,@,New York Giants,,
