Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Nov 5, 2015",8:25,@,Cincinnati Bengals,W 31-10,W -11,,Cleveland Browns,U 45,
Sun,"Nov 8, 2015",1:02,@,Buffalo Bills,W 33-17,W -3,,Miami Dolphins,O 44,
Sun,"Nov 8, 2015",1:02,@,Minnesota Vikings,W 21-18 (OT),W -1,,St Louis Rams,U 40,
Sun,"Nov 8, 2015",1:02,@,New England Patriots,W 27-10,W -14,,Washington Commanders,U 52,
Sun,"Nov 8, 2015",1:02,@,New Orleans Saints,L 28-34 (OT),L -7.5,,Tennessee Titans,O 48,
Sun,"Nov 8, 2015",1:02,@,New York Jets,W 28-23,L -8,,Jacksonville Jaguars,O 42,
Sun,"Nov 8, 2015",1:02,@,Pittsburgh Steelers,W 38-35,L -4.5,,Oakland Raiders,O 48.5,
Sun,"Nov 8, 2015",1:04,,Green Bay Packers,L 29-37,L -2.5,@,Carolina Panthers,O 46,
Sun,"Nov 8, 2015",4:05,,Atlanta Falcons,L 16-17,L -7.5,@,San Francisco 49ers,U 44,
Sun,"Nov 8, 2015",4:05,,New York Giants,W 32-18,W -1,@,Tampa Bay Buccaneers,O 49.5,
Sun,"Nov 8, 2015",4:25,,Denver Broncos,L 24-27,L -5.5,@,Indianapolis Colts,O 45.5,
Sun,"Nov 8, 2015",8:31,,Philadelphia Eagles,W 33-27 (OT),W -3,@,Dallas Cowboys,O 43.5,
Mon,"Nov 9, 2015",8:30,@,San Diego Chargers,L 19-22,L -4.5,,Chicago Bears,U 49.5,
