Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Oct 15, 2015",8:26,,Atlanta Falcons,L 21-31,L -3,@,New Orleans Saints,O 51,
Sun,"Oct 18, 2015",1:02,,Cincinnati Bengals,W 34-21,W -3,@,Buffalo Bills,O 43,
Sun,"Oct 18, 2015",1:02,,Denver Broncos,W 26-23 (OT),L -3.5,@,Cleveland Browns,O 42,
Sun,"Oct 18, 2015",1:02,@,Detroit Lions,W 37-34 (OT),P -3,,Chicago Bears,O 44,
Sun,"Oct 18, 2015",1:02,@,Jacksonville Jaguars,L 20-31,L -2.5,,Houston Texans,O 43,
Sun,"Oct 18, 2015",1:02,@,Minnesota Vikings,W 16-10,W -3.5,,Kansas City Chiefs,U 43,
Sun,"Oct 18, 2015",1:02,@,New York Jets,W 34-20,W -7,,Washington Commanders,O 40.5,
Sun,"Oct 18, 2015",1:03,@,Tennessee Titans,L 10-38,L -2,,Miami Dolphins,O 43.5,
Sun,"Oct 18, 2015",1:04,,Arizona Cardinals,L 13-25,L -3.5,@,Pittsburgh Steelers,U 45,
Sun,"Oct 18, 2015",4:06,@,Seattle Seahawks,L 23-27,L -7,,Carolina Panthers,O 40.5,
Sun,"Oct 18, 2015",4:25,@,Green Bay Packers,W 27-20,L -10.5,,San Diego Chargers,U 51,
Sun,"Oct 18, 2015",4:25,,Baltimore Ravens,L 20-25,L -2,@,San Francisco 49ers,O 43.5,
Sun,"Oct 18, 2015",8:30,,New England Patriots,W 34-27,L -9.5,@,Indianapolis Colts,O 54.5,
Mon,"Oct 19, 2015",8:30,@,Philadelphia Eagles,W 27-7,W -5,,New York Giants,U 49.5,
