Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Sep 10, 2015",8:40,@,New England Patriots,W 28-21,P -7,,Pittsburgh Steelers,U 52,
Sun,"Sep 13, 2015",1:00,,Green Bay Packers,W 31-23,W -6.5,@,Chicago Bears,O 49,
Sun,"Sep 13, 2015",1:00,,Seattle Seahawks,L 31-34 (OT),L -4,@,St Louis Rams,O 40.5,
Sun,"Sep 13, 2015",1:02,@,Houston Texans,L 20-27,L -1,,Kansas City Chiefs,O 41,
Sun,"Sep 13, 2015",1:02,,Miami Dolphins,W 17-10,W -3,@,Washington Redskins,U 43.5,
Sun,"Sep 13, 2015",1:03,,Indianapolis Colts,L 14-27,L -2.5,@,Buffalo Bills,U 45,
Sun,"Sep 13, 2015",1:03,,Carolina Panthers,W 20-9,W -3,@,Jacksonville Jaguars,U 40.5,
Sun,"Sep 13, 2015",1:04,@,New York Jets,W 31-10,W -3.5,,Cleveland Browns,O 39.5,
Sun,"Sep 13, 2015",4:05,@,Arizona Cardinals,W 31-19,W -2,,New Orleans Saints,O 48.5,
Sun,"Sep 13, 2015",4:05,@,San Diego Chargers,W 33-28,W -2.5,,Detroit Lions,O 45.5,
Sun,"Sep 13, 2015",4:25,@,Denver Broncos,W 19-13,W -4.5,,Baltimore Ravens,U 48,
Sun,"Sep 13, 2015",4:25,,Cincinnati Bengals,W 33-13,W -3,@,Oakland Raiders,O 43,
Sun,"Sep 13, 2015",4:25,@,Tampa Bay Buccaneers,L 14-42,L -3,,Tennessee Titans,O 41,
Sun,"Sep 13, 2015",8:31,@,Dallas Cowboys,W 27-26,L -6,,New York Giants,O 51.5,
Mon,"Sep 14, 2015",7:10,,Philadelphia Eagles,L 24-26,L -2.5,@,Atlanta Falcons,U 54.5,
Mon,"Sep 14, 2015",10:20,,Minnesota Vikings,L 3-20,L -1.5,@,San Francisco 49ers,U 41.5,
