Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Oct 1, 2015",8:26,,Baltimore Ravens,W 23-20 (OT),W -2.5,@,Pittsburgh Steelers,U 43.5,
Sun,"Oct 4, 2015",9:37,N,Miami Dolphins,L 14-27,L -1.5,,New York Jets,U 42,at London
Sun,"Oct 4, 2015",1:02,@,Atlanta Falcons,W 48-21,W -6,,Houston Texans,O 47,
Sun,"Oct 4, 2015",1:02,@,Buffalo Bills,L 10-24,L -5.5,,New York Giants,U 45.5,
Sun,"Oct 4, 2015",1:02,,Oakland Raiders,L 20-22,L -3,@,Chicago Bears,U 44,
Sun,"Oct 4, 2015",1:02,@,Indianapolis Colts,W 16-13 (OT),L -9.5,,Jacksonville Jaguars,U 48,
Sun,"Oct 4, 2015",1:03,@,Cincinnati Bengals,W 36-21,W -3.5,,Kansas City Chiefs,O 45,
Sun,"Oct 4, 2015",1:03,,Carolina Panthers,W 37-23,W -3,@,Tampa Bay Buccaneers,O 40,
Sun,"Oct 4, 2015",1:03,,Philadelphia Eagles,L 20-23,L -3,@,Washington Commanders,U 44,
Sun,"Oct 4, 2015",4:05,@,San Diego Chargers,W 30-27,L -7,,Cleveland Browns,O 44.5,
Sun,"Oct 4, 2015",4:25,@,Arizona Cardinals,L 22-24,L -7,,St Louis Rams,O 44,
Sun,"Oct 4, 2015",4:25,@,Denver Broncos,W 23-20,L -7,,Minnesota Vikings,O 42.5,
Sun,"Oct 4, 2015",4:25,,Green Bay Packers,W 17-3,W -7.5,@,San Francisco 49ers,U 48,
Sun,"Oct 4, 2015",8:30,@,New Orleans Saints,W 26-20 (OT),W -3,,Dallas Cowboys,U 48,
Mon,"Oct 5, 2015",8:31,@,Seattle Seahawks,W 13-10,L -9.5,,Detroit Lions,U 43,
