Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Nov 26, 2015",12:35,@,Detroit Lions,W 45-14,W -2,,Philadelphia Eagles,O 46,
Thu,"Nov 26, 2015",4:31,@,Dallas Cowboys,L 14-33,L -1.5,,Carolina Panthers,O 45.5,
Thu,"Nov 26, 2015",8:30,@,Green Bay Packers,L 13-17,L -8.5,,Chicago Bears,U 44.5,
Sun,"Nov 29, 2015",1:02,@,Atlanta Falcons,L 10-20,L -2.5,,Minnesota Vikings,U 45.5,
Sun,"Nov 29, 2015",1:02,@,Cincinnati Bengals,W 31-7,W -8.5,,St Louis Rams,U 42,
Sun,"Nov 29, 2015",1:02,@,Houston Texans,W 24-6,W -3,,New Orleans Saints,U 48,
Sun,"Nov 29, 2015",1:02,@,Indianapolis Colts,W 25-12,W -3,,Tampa Bay Buccaneers,U 46,
Sun,"Nov 29, 2015",1:02,@,New York Jets,W 38-20,W -4,,Miami Dolphins,O 42.5,
Sun,"Nov 29, 2015",1:02,,Oakland Raiders,W 24-21,W -1,@,Tennessee Titans,O 44,
Sun,"Nov 29, 2015",1:03,@,Jacksonville Jaguars,L 25-31,L -4.5,,San Diego Chargers,O 46.5,
Sun,"Nov 29, 2015",1:03,@,Kansas City Chiefs,W 30-22,W -5.5,,Buffalo Bills,O 41.5,
Sun,"Nov 29, 2015",1:03,,New York Giants,L 14-20,L -2.5,@,Washington Redskins,U 47,
Sun,"Nov 29, 2015",4:05,,Arizona Cardinals,W 19-13,L -9.5,@,San Francisco 49ers,U 45,
Sun,"Nov 29, 2015",4:26,@,Seattle Seahawks,W 39-30,W -3.5,,Pittsburgh Steelers,O 45.5,
Sun,"Nov 29, 2015",8:30,,New England Patriots,L 24-30 (OT),L -2.5,@,Denver Broncos,O 43.5,
Mon,"Nov 30, 2015",8:30,@,Cleveland Browns,L 27-33,L -3.5,,Baltimore Ravens,O 41.5,
