Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Oct 7, 2021",8:20,,Los Angeles Rams,W 26-17,W -2.5,@,Seattle Seahawks,U 54.5,
Sun,"Oct 10, 2021",9:30,N,Atlanta Falcons,W 27-20,W -2.5,,New York Jets,O 45,at London
Sun,"Oct 10, 2021",1:00,@,Carolina Panthers,L 18-21,L -3,,Philadelphia Eagles,U 46,
Sun,"Oct 10, 2021",1:00,,Green Bay Packers,W 25-22 (OT),P -3,@,Cincinnati Bengals,U 51,
Sun,"Oct 10, 2021",1:00,,New England Patriots,W 25-22,L -8,@,Houston Texans,O 39,
Sun,"Oct 10, 2021",1:00,,Tennessee Titans,W 37-19,W -4.5,@,Jacksonville Jaguars,O 48.5,
Sun,"Oct 10, 2021",1:00,@,Minnesota Vikings,W 19-17,L -10,,Detroit Lions,U 49.5,
Sun,"Oct 10, 2021",1:00,,Denver Broncos,L 19-27,L -1.5,@,Pittsburgh Steelers,O 39.5,
Sun,"Oct 10, 2021",1:00,@,Tampa Bay Buccaneers,W 45-17,W -10,,Miami Dolphins,O 48,
Sun,"Oct 10, 2021",1:00,,New Orleans Saints,W 33-22,W -2.5,@,Washington Commanders,O 43.5,
Sun,"Oct 10, 2021",4:05,@,Las Vegas Raiders,L 9-20,L -5.5,,Chicago Bears,U 45.5,
Sun,"Oct 10, 2021",4:05,@,Los Angeles Chargers,W 47-42,W -2.5,,Cleveland Browns,O 46.5,
Sun,"Oct 10, 2021",4:25,@,Arizona Cardinals,W 17-10,W -5,,San Francisco 49ers,U 48.5,
Sun,"Oct 10, 2021",4:25,@,Dallas Cowboys,W 44-20,W -7,,New York Giants,O 52.5,
Sun,"Oct 10, 2021",8:20,@,Kansas City Chiefs,L 20-38,L -2.5,,Buffalo Bills,O 56.5,
Mon,"Oct 11, 2021",8:15,@,Baltimore Ravens,W 31-25 (OT),L -7,,Indianapolis Colts,O 46,
