Day,Date,Time(ET),At,Favorite,Score,Spread,At,Underdog,Over/Under
Sun,"Jan 2, 2022",1:00,@,Buffalo Bills,W 29-15,L -14.5,,Atlanta Falcons,P 44,
Sun,"Jan 2, 2022",1:00,@,Chicago Bears,W 29-3,W -6.5,,New York Giants,U 36.5,
Sun,"Jan 2, 2022",1:00,,Kansas City Chiefs,L 31-34,L -4,@,Cincinnati Bengals,O 51.5,
Sun,"Jan 2, 2022",1:00,@,Dallas Cowboys,L 22-25,L -6.5,,Arizona Cardinals,U 52.5,
Sun,"Jan 2, 2022",1:00,@,Indianapolis Colts,L 20-23,L -8,,Las Vegas Raiders,U 45,
Sun,"Jan 2, 2022",1:00,@,New England Patriots,W 50-10,W -16.5,,Jacksonville Jaguars,O 41.5,
Sun,"Jan 2, 2022",1:00,@,New Orleans Saints,W 18-10,W -6.5,,Carolina Panthers,U 37.5,
Sun,"Jan 2, 2022",1:00,,Tampa Bay Buccaneers,W 28-24,L -13.5,@,New York Jets,O 45.5,
Sun,"Jan 2, 2022",1:00,@,Tennessee Titans,W 34-3,W -3,,Miami Dolphins,U 40,
Sun,"Jan 2, 2022",1:00,,Philadelphia Eagles,W 20-16,L -4.5,@,Washington Football Team,U 44.5,
Sun,"Jan 2, 2022",4:05,@,Los Angeles Chargers,W 34-13,W -7.5,,Denver Broncos,O 45,
Sun,"Jan 2, 2022",4:05,@,San Francisco 49ers,W 23-7,W -12.5,,Houston Texans,U 43.5,
Sun,"Jan 2, 2022",4:25,,Los Angeles Rams,W 20-19,L -6,@,Baltimore Ravens,U 46.5,
Sun,"Jan 2, 2022",4:25,@,Seattle Seahawks,W 51-29,W -7,,Detroit Lions,O 41.5,
Sun,"Jan 2, 2022",8:20,@,Green Bay Packers,W 37-10,W -13,,Minnesota Vikings,O 42.5,
Mon,"Jan 3, 2022",8:15,@,Pittsburgh Steelers,W 26-14,W -2,,Cleveland Browns,U 42,
