Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Dec 9, 2021",8:20,@,Minnesota Vikings,W 36-28,W -3,,Pittsburgh Steelers,O 44,
Sun,"Dec 12, 2021",1:00,@,Carolina Panthers,L 21-29,L -2.5,,Atlanta Falcons,O 41,
Sun,"Dec 12, 2021",1:00,,San Francisco 49ers,W 26-23 (OT),W -1.5,@,Cincinnati Bengals,P 49,
Sun,"Dec 12, 2021",1:00,@,Cleveland Browns,W 24-22,L -3,,Baltimore Ravens,O 42.5,
Sun,"Dec 12, 2021",1:00,,Seattle Seahawks,W 33-13,W -9,@,Houston Texans,O 40.5,
Sun,"Dec 12, 2021",1:00,@,Kansas City Chiefs,W 48-9,W -10,,Las Vegas Raiders,O 48,
Sun,"Dec 12, 2021",1:00,,New Orleans Saints,W 30-9,W -5.5,@,New York Jets,U 43,
Sun,"Dec 12, 2021",1:00,@,Tennessee Titans,W 20-0,W -8.5,,Jacksonville Jaguars,U 43.5,
Sun,"Dec 12, 2021",1:00,,Dallas Cowboys,W 27-20,W -4.5,@,Washington Commanders,U 48,
Sun,"Dec 12, 2021",4:05,@,Denver Broncos,W 38-10,W -11,,Detroit Lions,O 42,
Sun,"Dec 12, 2021",4:05,@,Los Angeles Chargers,W 37-21,W -9,,New York Giants,O 43,
Sun,"Dec 12, 2021",4:25,@,Tampa Bay Buccaneers,W 33-27 (OT),W -3.5,,Buffalo Bills,O 54.5,
Sun,"Dec 12, 2021",8:20,@,Green Bay Packers,W 45-30,W -11.5,,Chicago Bears,O 43,
Mon,"Dec 13, 2021",8:15,@,Arizona Cardinals,L 23-30,L -2.5,,Los Angeles Rams,O 51.5,
