Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Thu,Oct 14 2021,8:20,,Tampa Bay Buccaneers,W 28-22,L -7,@,Philadelphia Eagles,U 52.5,
Sun,Oct 17 2021,9:30,N,Miami Dolphins,L 20-23,L -3,,Jacksonville Jaguars,U 47,at London
Sun,Oct 17 2021,1:00,@,Baltimore Ravens,W 34-6,W -2.5,,Los Angeles Chargers,U 51.5,
Sun,Oct 17 2021,1:00,,Minnesota Vikings,W 34-28 (OT),W -2.5,@,Carolina Panthers,O 45.5,
Sun,Oct 17 2021,1:00,,Green Bay Packers,W 24-14,W -6,@,Chicago Bears,U 44,
Sun,Oct 17 2021,1:00,,Cincinnati Bengals,W 34-11,W -3.5,@,Detroit Lions,U 47,
Sun,Oct 17 2021,1:00,@,Indianapolis Colts,W 31-3,W -10,,Houston Texans,U 43.5,
Sun,Oct 17 2021,1:00,,Los Angeles Rams,W 38-11,W -9,@,New York Giants,O 48.5,
Sun,Oct 17 2021,1:00,,Kansas City Chiefs,W 31-13,W -7,@,Washington Football Team,U 54,
Sun,Oct 17 2021,4:05,@,Cleveland Browns,L 14-37,L -3.5,,Arizona Cardinals,O 48.5,
Sun,Oct 17 2021,4:25,@,Denver Broncos,L 24-34,L -4,,Las Vegas Raiders,O 43.5,
Sun,Oct 17 2021,4:25,,Dallas Cowboys,W 35-29 (OT),W -3.5,@,New England Patriots,O 50.5,
Sun,Oct 17 2021,8:20,@,Pittsburgh Steelers,W 23-20 (OT),L -5,,Seattle Seahawks,P 43,
Mon,Oct 18 2021,8:15,,Buffalo Bills,L 31-34,L -6,@,Tennessee Titans,O 53.5,
