Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Nov 4 1984,1:00,,Cleveland Browns,W 13-10,W -2.5,@,Buffalo Bills,U 37.5,
Sun,Nov 4 1984,1:00,,Los Angeles Raiders,L 6-17,L -2.5,@,Chicago Bears,U 38,
Sun,Nov 4 1984,1:00,@,Dallas Cowboys,L 7-19,L -7,,New York Giants,U 43,
Sun,Nov 4 1984,1:00,@,Detroit Lions,T 23-23 (OT),L -3.5,,Philadelphia Eagles,O 40,
Sun,Nov 4 1984,1:00,,San Diego Chargers,W 38-10,W -6,@,Indianapolis Colts,O 46,
Sun,Nov 4 1984,1:00,@,Minnesota Vikings,W 27-24,W -2,,Tampa Bay Buccaneers,O 40,
Sun,Nov 4 1984,1:00,@,New Orleans Saints,L 13-23,L -2.5,,Green Bay Packers,U 45,
Sun,Nov 4 1984,1:00,@,Pittsburgh Steelers,W 35-7,W -14,,Houston Oilers,O 41,
Sun,Nov 4 1984,4:00,@,Denver Broncos,W 26-19,W -5,,New England Patriots,O 37,
Sun,Nov 4 1984,4:00,,Miami Dolphins,W 31-17,W -6.5,@,New York Jets,O 45,
Sun,Nov 4 1984,4:00,@,San Francisco 49ers,W 23-17,L -10.5,,Cincinnati Bengals,U 43,
Sun,Nov 4 1984,4:00,@,Seattle Seahawks,W 45-0,W -5,,Kansas City Chiefs,P 45,
Sun,Nov 4 1984,4:00,@,St Louis Cardinals,L 13-16,L -6,,Los Angeles Rams,U 48,
Mon,Nov 5 1984,9:00,@,Washington Redskins,W 27-14,W -10,,Atlanta Falcons,U 45,
