Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Fri,"Dec 14, 1984",9:00,@,San Francisco 49ers,W 19-16,L -6,,Los Angeles Rams,U 44,
Sat,"Dec 15, 1984",12:30,@,New York Giants,L 3-10,L -10,,New Orleans Saints,U 38.5,
Sat,"Dec 15, 1984",4:00,@,Seattle Seahawks,L 14-31,L -4,,Denver Broncos,O 42,
Sun,"Dec 16, 1984",1:00,@,Cincinnati Bengals,W 52-21,W -13.5,,Buffalo Bills,O 38.5,
Sun,"Dec 16, 1984",1:00,@,Detroit Lions,L 13-30,L -2,,Chicago Bears,O 35.5,
Sun,"Dec 16, 1984",1:00,@,Houston Oilers,L 20-27,L -2,,Cleveland Browns,O 39,
Sun,"Dec 16, 1984",1:00,,Green Bay Packers,W 38-14,W -7.5,@,Minnesota Vikings,O 45,
Sun,"Dec 16, 1984",1:00,@,New England Patriots,W 16-10,L -11,,Indianapolis Colts,U 41,
Sun,"Dec 16, 1984",1:00,@,Tampa Bay Buccaneers,W 41-21,W -4,,New York Jets,O 43,
Sun,"Dec 16, 1984",1:00,@,Washington Commanders,W 29-27,L -6,,St Louis Cardinals,O 46.5,
Sun,"Dec 16, 1984",4:00,,Philadelphia Eagles,L 10-26,L -3,@,Atlanta Falcons,U 37,
Sun,"Dec 16, 1984",4:00,@,Los Angeles Raiders,L 7-13,L -6.5,,Pittsburgh Steelers,U 41,
Sun,"Dec 16, 1984",4:00,@,San Diego Chargers,L 21-42,L -2,,Kansas City Chiefs,O 43,
Mon,"Dec 17, 1984",9:00,@,Miami Dolphins,W 28-21,W -6.5,,Dallas Cowboys,O 47,
