Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Oct 21, 1984",1:00,,Denver Broncos,W 37-7,W -3,@,Buffalo Bills,O 39,
Sun,"Oct 21, 1984",1:00,@,Cincinnati Bengals,W 12-9,W -2.5,,Cleveland Browns,U 37,
Sun,"Oct 21, 1984",1:00,,Seattle Seahawks,W 30-24,W -2.5,@,Green Bay Packers,O 44,at Milwaukee
Sun,"Oct 21, 1984",1:00,,Pittsburgh Steelers,L 16-17,L -5,@,Indianapolis Colts,U 39.5,
Sun,"Oct 21, 1984",1:00,@,Minnesota Vikings,L 14-16,L -1,,Detroit Lions,U 44.5,
Sun,"Oct 21, 1984",1:00,,Miami Dolphins,W 44-24,W -4,@,New England Patriots,O 42,
Sun,"Oct 21, 1984",1:00,,New York Giants,L 10-24,L -1,@,Philadelphia Eagles,U 35.5,
Sun,"Oct 21, 1984",1:00,,Washington Redskins,L 24-26,L -3.5,@,St Louis Cardinals,U 52,
Sun,"Oct 21, 1984",1:00,@,Tampa Bay Buccaneers,L 9-44,L -1,,Chicago Bears,O 39.5,
Sun,"Oct 21, 1984",4:00,,San Francisco 49ers,W 34-21,W -11,@,Houston Oilers,O 42,
Sun,"Oct 21, 1984",4:00,@,New York Jets,W 28-7,W -2.5,,Kansas City Chiefs,U 43,
Sun,"Oct 21, 1984",4:00,,Los Angeles Raiders,W 44-37,W -3,@,San Diego Chargers,O 50,
Sun,"Oct 21, 1984",9:45,@,Dallas Cowboys,W 30-27 (OT),L -6,,New Orleans Saints,O 42,
Mon,"Oct 22, 1984",9:00,@,Atlanta Falcons,L 10-24,L -1.5,,Los Angeles Rams,U 45,
