Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Thu,Nov 29 1984,9:00,,Washington Redskins,W 31-17,W -9,@,Minnesota Vikings,O 46,
Sun,Dec 2 1984,1:00,,San Francisco 49ers,W 35-17,W -13,@,Atlanta Falcons,O 40,
Sun,Dec 2 1984,1:00,@,Buffalo Bills,W 21-15,W -1,,Indianapolis Colts,U 36.5,
Sun,Dec 2 1984,1:00,@,Cleveland Browns,L 17-20 (OT),L PK,,Cincinnati Bengals,O 34,
Sun,Dec 2 1984,1:00,@,Green Bay Packers,W 27-14,W -6,,Tampa Bay Buccaneers,U 45,
Sun,Dec 2 1984,1:00,,Pittsburgh Steelers,L 20-23 (OT),L -6,@,Houston Oilers,U 44,
Sun,Dec 2 1984,1:00,,Denver Broncos,L 13-16,L -4,@,Kansas City Chiefs,U 39,
Sun,Dec 2 1984,1:00,@,New England Patriots,L 10-33,L -3.5,,St Louis Cardinals,U 43.5,
Sun,Dec 2 1984,1:00,,New York Giants,W 20-10,W -3.5,@,New York Jets,U 38,
Sun,Dec 2 1984,1:00,,Dallas Cowboys,W 26-10,W -4,@,Philadelphia Eagles,O 35,
Sun,Dec 2 1984,4:00,@,Los Angeles Rams,W 34-21,W -7,,New Orleans Saints,O 40.5,
Sun,Dec 2 1984,4:00,@,Miami Dolphins,L 34-45,L -5.5,,Los Angeles Raiders,O 42.5,
Sun,Dec 2 1984,4:00,@,Seattle Seahawks,W 38-17,W -11.5,,Detroit Lions,O 43.5,
Mon,Dec 3 1984,9:00,,Chicago Bears,L 7-20,L -1,@,San Diego Chargers,U 46,
