Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Oct 26, 1978",8:30,@,Dallas Cowboys,L 10-21,L -7.5,,Minnesota Vikings,U 37,
Sun,"Oct 29, 1978",1:00,,Houston Oilers,L 13-28,L -7,@,Cincinnati Bengals,,
Sun,"Oct 29, 1978",1:00,@,Cleveland Browns,W 41-20,W -6,,Buffalo Bills,,
Sun,"Oct 29, 1978",1:00,@,New England Patriots,W 55-21,W -9,,New York Jets,,
Sun,"Oct 29, 1978",1:00,@,Philadelphia Eagles,L 10-16,L -11,,St Louis Cardinals,,
Sun,"Oct 29, 1978",1:00,@,Pittsburgh Steelers,W 27-24,L -14,,Kansas City Chiefs,,
Sun,"Oct 29, 1978",1:00,@,Washington Commanders,W 38-20,W -10,,San Francisco 49ers,,
Sun,"Oct 29, 1978",2:00,@,Chicago Bears,L 17-21,L -5,,Detroit Lions,,
Sun,"Oct 29, 1978",2:00,@,Green Bay Packers,W 9-7,L -5,,Tampa Bay Buccaneers,,
Sun,"Oct 29, 1978",2:00,@,New Orleans Saints,W 28-17,W -2,,New York Giants,,
Sun,"Oct 29, 1978",4:00,@,Miami Dolphins,W 26-8,W -12.5,,Baltimore Colts,,
Sun,"Oct 29, 1978",4:00,@,Oakland Raiders,L 23-27,L -6.5,,San Diego Chargers,,
Sun,"Oct 29, 1978",4:00,,Denver Broncos,W 20-17 (OT),P -3,@,Seattle Seahawks,,
Mon,"Oct 30, 1978",9:00,,Los Angeles Rams,L 7-15,L -6.5,@,Atlanta Falcons,U 34.5,
