Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Sep 24, 1978",1:00,@,Buffalo Bills,W 24-17,W -2.5,,Baltimore Colts,,
Sun,"Sep 24, 1978",1:00,@,Cincinnati Bengals,L 18-20,L -7,,New Orleans Saints,,
Sun,"Sep 24, 1978",1:00,,Los Angeles Rams,W 10-6,W -2.5,@,Houston Oilers,,
Sun,"Sep 24, 1978",1:00,,Miami Dolphins,L 3-17,L -2.5,@,Philadelphia Eagles,,
Sun,"Sep 24, 1978",1:00,@,Pittsburgh Steelers,W 15-9 (OT),W -4.5,,Cleveland Browns,,
Sun,"Sep 24, 1978",1:00,@,Washington Redskins,W 23-3,W -6.5,,New York Jets,,
Sun,"Sep 24, 1978",2:00,,Denver Broncos,W 23-17 (OT),L -7,@,Kansas City Chiefs,,
Sun,"Sep 24, 1978",4:00,@,Dallas Cowboys,W 21-12,L -17,,St Louis Cardinals,,
Sun,"Sep 24, 1978",4:00,@,New York Giants,W 27-10,W -4.5,,San Francisco 49ers,,
Sun,"Sep 24, 1978",4:00,@,San Diego Chargers,L 3-24,L -10,,Green Bay Packers,,
Sun,"Sep 24, 1978",4:00,@,Seattle Seahawks,W 28-16,W -6,,Detroit Lions,,
Sun,"Sep 24, 1978",4:00,,Atlanta Falcons,L 9-14,L -2.5,@,Tampa Bay Buccaneers,,
Sun,"Sep 24, 1978",9:00,@,Oakland Raiders,L 14-21,L -6.5,,New England Patriots,,
Mon,"Sep 25, 1978",9:00,@,Chicago Bears,L 20-24,L -3,,Minnesota Vikings,O 33,
