Day,Date,Time(ET),At,Favorite,Score,Spread,At,Underdog,Over/Under
Sun,"Oct 1, 1978",1:00,,New York Giants,L 20-23,L -3,@,Atlanta Falcons,,
Sun,"Oct 1, 1978",1:00,@,Buffalo Bills,W 28-13,W -3,,Kansas City Chiefs,,
Sun,"Oct 1, 1978",1:00,@,Cleveland Browns,L 13-16,L -5,,Houston Oilers,,
Sun,"Oct 1, 1978",1:00,@,Miami Dolphins,W 24-10,W -9,,St Louis Cardinals,,
Sun,"Oct 1, 1978",1:00,@,New England Patriots,W 28-23,L -7.5,,San Diego Chargers,,
Sun,"Oct 1, 1978",1:00,,Pittsburgh Steelers,W 28-17,L -12.5,@,New York Jets,,
Sun,"Oct 1, 1978",1:00,,Minnesota Vikings,W 24-7,W -6,@,Tampa Bay Buccaneers,,
Sun,"Oct 1, 1978",2:00,,Philadelphia Eagles,W 17-14,L -5.5,@,Baltimore Colts,,
Sun,"Oct 1, 1978",2:00,@,Green Bay Packers,W 35-14,W -5,,Detroit Lions,,at Milwaukee
Sun,"Oct 1, 1978",2:00,,Los Angeles Rams,W 26-20,L -9.5,@,New Orleans Saints,,
Sun,"Oct 1, 1978",4:00,,Oakland Raiders,W 25-19 (OT),L -6.5,@,Chicago Bears,,
Sun,"Oct 1, 1978",4:00,@,Denver Broncos,W 28-7,W -9,,Seattle Seahawks,,
Sun,"Oct 1, 1978",4:00,,Cincinnati Bengals,L 12-28,L -2.5,@,San Francisco 49ers,,
Mon,"Oct 2, 1978",9:00,,Dallas Cowboys,L 5-9,L -4.5,@,Washington Redskins,U 37,
