Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Nov 23, 1978",12:30,,Denver Broncos,L 14-17,L -3.5,@,Detroit Lions,,
Thu,"Nov 23, 1978",3:30,@,Dallas Cowboys,W 37-10,W -11.5,,Washington Commanders,,
Sun,"Nov 26, 1978",1:00,@,Atlanta Falcons,W 20-17,L -3.5,,New Orleans Saints,,
Sun,"Nov 26, 1978",1:00,@,Buffalo Bills,W 41-17,W -3,,New York Giants,,
Sun,"Nov 26, 1978",1:00,,Los Angeles Rams,L 19-30,L -4.5,@,Cleveland Browns,,
Sun,"Nov 26, 1978",1:00,@,Miami Dolphins,L 13-24,L -7.5,,New York Jets,,
Sun,"Nov 26, 1978",2:00,@,Chicago Bears,W 14-3,W -3.5,,Tampa Bay Buccaneers,,
Sun,"Nov 26, 1978",2:00,,Minnesota Vikings,T 10-10 (OT),L -3.5,@,Green Bay Packers,,
Sun,"Nov 26, 1978",2:00,@,Houston Oilers,W 17-10,L -7.5,,Cincinnati Bengals,,
Sun,"Nov 26, 1978",2:00,,San Diego Chargers,L 0-23,L -4.5,@,Kansas City Chiefs,,
Sun,"Nov 26, 1978",2:00,@,St Louis Cardinals,L 10-14,L -3.5,,Philadelphia Eagles,,
Sun,"Nov 26, 1978",4:00,,New England Patriots,W 35-14,W -7,@,Baltimore Colts,,
Sun,"Nov 26, 1978",4:00,@,Oakland Raiders,L 16-17,L -8,,Seattle Seahawks,,
Mon,"Nov 27, 1978",9:00,,Pittsburgh Steelers,W 24-7,W -7.5,@,San Francisco 49ers,U 36,
