Day,Date,Time(ET),At,Favorite,Score,Spread,At,Underdog,Over/Under
Sun,"Oct 15, 1978",1:00,@,Atlanta Falcons,W 14-0,W -6,,Detroit Lions,,
Sun,"Oct 15, 1978",1:00,,New England Patriots,W 10-3,L -9,@,Cincinnati Bengals,,
Sun,"Oct 15, 1978",1:00,,Pittsburgh Steelers,W 34-14,W -4,@,Cleveland Browns,,
Sun,"Oct 15, 1978",1:00,@,Green Bay Packers,W 45-28,W -4.5,,Seattle Seahawks,,at Milwaukee
Sun,"Oct 15, 1978",1:00,@,New York Giants,W 17-14,L -4.5,,Tampa Bay Buccaneers,,
Sun,"Oct 15, 1978",1:00,,Washington Redskins,L 10-17,L -1.5,@,Philadelphia Eagles,,
Sun,"Oct 15, 1978",2:00,@,Baltimore Colts,L 10-33,L -6.5,,New York Jets,,
Sun,"Oct 15, 1978",2:00,@,Houston Oilers,W 17-10,L -8.5,,Buffalo Bills,,
Sun,"Oct 15, 1978",2:00,,Dallas Cowboys,W 24-21 (OT),L -13.5,@,St Louis Cardinals,,
Sun,"Oct 15, 1978",4:00,,Los Angeles Rams,W 34-17,W -4,@,Minnesota Vikings,,
Sun,"Oct 15, 1978",4:00,@,Oakland Raiders,W 28-6,W -13.5,,Kansas City Chiefs,,
Sun,"Oct 15, 1978",4:00,@,San Diego Chargers,L 21-28,L -4,,Miami Dolphins,,
Sun,"Oct 15, 1978",4:00,@,San Francisco 49ers,L 7-14,L -4,,New Orleans Saints,,
Mon,"Oct 16, 1978",9:00,@,Denver Broncos,W 16-7,W -7,,Chicago Bears,U 34,
