Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Oct 1, 1989",1:00,@,Buffalo Bills,W 31-10,W -7,,New England Patriots,P 41,
Sun,"Oct 1, 1989",1:00,@,Cleveland Browns,W 16-13,L -4.5,,Denver Broncos,U 45.5,
Sun,"Oct 1, 1989",1:00,@,Detroit Lions,L 3-23,L -2.5,,Pittsburgh Steelers,U 44,
Sun,"Oct 1, 1989",1:00,@,Green Bay Packers,W 23-21,L -7,,Atlanta Falcons,P 44,at Milwaukee
Sun,"Oct 1, 1989",1:00,@,Houston Oilers,W 39-7,W -7,,Miami Dolphins,U 51.5,
Sun,"Oct 1, 1989",1:00,,Cincinnati Bengals,W 21-17,P -4,@,Kansas City Chiefs,U 43.5,
Sun,"Oct 1, 1989",1:00,@,Minnesota Vikings,W 17-3,W -8,,Tampa Bay Buccaneers,U 44,
Sun,"Oct 1, 1989",1:00,,Washington Commanders,W 16-14,L -2.5,@,New Orleans Saints,U 44.5,
Sun,"Oct 1, 1989",1:00,@,New York Jets,L 10-17,L -3,,Indianapolis Colts,U 44,
Sun,"Oct 1, 1989",4:00,,New York Giants,W 30-13,W -7.5,@,Dallas Cowboys,O 42.5,
Sun,"Oct 1, 1989",4:00,@,Los Angeles Raiders,L 20-24,L -2,,Seattle Seahawks,P 44,
Sun,"Oct 1, 1989",4:00,@,Phoenix Cardinals,L 13-24,L -4.5,,San Diego Chargers,U 42.5,
Sun,"Oct 1, 1989",4:00,@,San Francisco 49ers,L 12-13,L -4,,Los Angeles Rams,U 46.5,
Mon,"Oct 2, 1989",9:00,@,Chicago Bears,W 27-13,W -3,,Philadelphia Eagles,U 45,
